AllFuelsGen,CoalGen,PetroleumGen,NatGasGen,OtherGasGen,NuclearGen,HydroGen,RenewablesGen,HydroStorageGen,OtherGen,GeothermalGen,IndepGen,GDP,AvgTemp,AvgMaxTemp,AvgRelHum,Price,HydroCons,GeoCons,SolarCons,WindCons,WoodCons,WasteCons,BiofuelsCons,BiomassCons,RenCons,NatGasPrice,ResNatGasPrice,CommNatGasPrice,IndNatGasPrice,ElecPowerNatGasPrice,ElecPowerElecNetGen,CommElecNetGen,IndElecNetGen,TotElecNetGen,ElecImports,ElecExports,ElecNetImports,TDLosses,RetailElecSales,DirectElecUse,EndElecUse,ResPrice,CommPrice,IndPrice,AvgRetailPrice,ResNatGasCons,CommNatGasCons,IndLPNatGasCons,OtherIndNatGasCons,OtherNonCHPIndNatGasCons,TotIndOtherNatGasCons,TotIndNatGasCons,PDTransNatGasCons,FuelTransNatGasCons,TotTransNatGasCons,ElecPowerNatGasCons,TotNatGasCons,ElecCoalCons,ElecNatGasCons,TotRetailElecSales,TotCoalCons,CA_GDP,CoalCap,LargeHydroCap,NatGasCap,NuclearCap,OilCap,BiomassCap,GeothermalCap,SmallHydroCap,SolarPVCap,SolarThermalCap,WindCap,TotalElecCap
21007.16,216.01,68.79,10817.37,168.69,3298.40,4039.97,2166.92,-6.51,24.91,1108.36,1015.00,1713.64,78.39,94.97,47.61,13.84,251.54,14.76,6.12,9.65,174.31,34.98,32.47,241.77,523.84,5.83,12.75,8.73,5.69,5.45,360.12,0.71,13.57,374.40,3.73,1.42,2.30,27.66,334.21,14.83,349.04,9.21,8.55,5.54,8.02,126.62,131.88,93.67,98.69,475.69,574.37,668.05,42.11,1.55,43.66,630.27,1600.48,86.15,91280.77,23328.70,155.22,1713.64,429.00,11837.50,34865.00,4456.00,542.00,1079.00,2623.00,1739.50,2.00,378.00,1817.50,59995.50
19727.91,210.40,81.08,10189.55,157.67,3310.86,3480.52,2120.78,-41.26,23.94,1096.97,1002.83,1719.92,79.05,95.55,34.81,12.73,232.59,14.67,6.06,8.26,171.77,34.56,34.45,240.78,502.36,5.48,12.84,8.40,5.28,5.23,367.42,0.72,13.68,381.82,3.61,1.41,2.21,27.25,341.82,14.95,356.77,9.22,8.46,5.48,7.97,115.85,130.83,95.58,102.49,478.28,580.78,676.35,43.48,1.55,45.03,683.51,1651.58,85.52,86050.85,23466.08,157.03,1719.92,429.00,11858.25,34889.00,4456.00,542.00,1078.33,2623.00,1739.42,2.00,378.00,1858.58,60080.58
18012.67,213.89,48.01,9442.93,150.83,3197.72,2830.33,1999.34,-77.07,22.97,1083.08,991.86,1726.20,75.16,92.83,49.94,10.24,187.12,14.44,5.52,9.06,164.17,32.63,32.48,229.27,445.41,5.58,12.31,8.41,5.32,5.12,309.75,0.64,12.74,323.14,1.72,2.12,-0.40,2.25,306.59,13.90,320.49,8.92,8.15,5.19,7.61,128.62,136.09,92.08,95.11,469.30,564.41,656.49,37.35,1.50,38.85,468.51,1428.55,85.31,78503.91,23341.42,154.53,1726.20,429.00,11879.00,34913.00,4456.00,542.00,1077.67,2623.00,1739.33,2.00,378.00,1899.67,60165.67
16924.68,205.73,34.53,8937.38,149.02,3303.65,2208.75,1949.13,-59.70,22.46,1097.42,1005.09,1732.48,73.07,87.61,46.06,10.72,186.59,14.43,4.88,9.08,169.08,32.83,35.23,237.13,452.11,5.33,10.64,8.28,4.93,4.98,293.29,0.64,12.82,306.74,0.86,2.26,-1.40,13.99,277.38,13.97,291.35,8.85,8.09,5.07,7.39,231.56,176.73,95.21,95.14,503.44,598.58,693.79,40.74,1.55,42.29,408.82,1553.19,83.85,72547.99,21974.55,150.86,1732.48,429.00,11899.75,34937.00,4456.00,542.00,1077.00,2623.00,1739.25,2.00,378.00,1940.75,60250.75
14342.39,201.18,13.04,7040.02,152.72,3185.76,1942.34,1732.58,-95.57,23.57,1020.89,975.28,1738.76,56.45,67.00,51.66,11.65,199.62,13.91,3.85,9.74,166.31,32.50,37.88,236.68,463.79,5.54,9.77,8.36,5.19,4.85,284.90,0.59,12.38,297.87,1.38,2.15,-0.77,20.65,262.98,13.47,276.44,8.72,7.85,4.86,7.19,413.66,256.26,91.03,89.85,506.75,596.60,687.63,46.46,1.50,47.96,348.13,1753.64,81.08,55350.37,18171.85,146.04,1738.76,429.00,11920.50,34961.00,4456.00,542.00,1076.33,2623.00,1739.17,2.00,378.00,1981.83,60335.83
15249.50,201.98,5.11,7152.61,167.29,3236.98,2479.54,1897.01,-79.84,25.04,1135.92,1041.38,1745.04,54.23,63.06,45.68,11.26,243.45,15.16,3.56,11.19,177.45,35.12,40.29,252.86,526.22,5.89,9.51,8.62,5.90,5.69,317.89,0.64,13.15,331.68,2.33,2.11,0.22,23.73,293.84,14.33,308.16,8.30,7.70,4.87,7.14,738.60,387.65,94.01,92.92,552.17,645.09,739.09,60.96,1.55,62.52,335.81,2263.66,81.98,55828.95,20861.67,152.27,1745.04,429.00,11941.25,34985.00,4456.00,542.00,1075.67,2623.00,1739.08,2.00,378.00,2022.92,60420.92
15284.73,209.73,12.71,7165.57,195.18,3078.68,2741.77,1807.98,-131.96,34.55,1144.59,1052.34,1752.36,54.91,65.32,45.74,11.08,230.20,15.49,2.97,10.01,183.99,32.32,40.19,256.50,515.17,6.41,9.71,9.06,6.72,6.37,332.30,0.69,13.56,346.55,2.28,2.15,0.13,24.02,307.86,14.80,322.66,8.24,7.70,5.01,7.22,962.91,506.72,94.39,101.38,578.69,680.08,774.46,68.61,1.74,70.34,361.40,2675.83,76.94,52988.52,20188.61,157.43,1752.36,429.00,11962.00,35009.00,4456.00,542.00,1075.00,2623.00,1739.00,2.00,378.00,2064.00,60506.00
14469.30,210.96,11.13,7261.82,181.20,2431.68,2509.35,1768.38,-87.38,35.79,1072.39,984.97,1930.88,51.61,59.93,54.76,11.41,209.47,14.52,3.18,10.23,168.66,31.13,38.75,238.54,475.95,6.35,9.85,9.10,6.52,5.76,301.28,0.65,12.35,314.28,1.89,2.01,-0.12,14.23,286.43,13.51,299.94,8.33,7.85,5.04,7.25,857.45,477.63,87.75,98.18,550.60,648.78,736.52,64.41,1.63,66.03,373.47,2511.10,77.09,54240.46,17876.56,155.36,1760.88,429.00,11961.08,35305.67,4456.00,542.00,1075.42,2623.00,1739.33,2.00,378.00,2066.08,60804.50
15867.47,206.80,27.75,7721.33,233.76,2096.48,3562.45,1932.44,-126.77,37.09,1092.78,1003.28,1766.98,64.09,76.32,53.14,10.98,229.51,14.95,4.76,12.93,175.74,32.95,39.95,248.63,510.78,6.23,10.03,9.05,5.97,5.50,295.51,0.63,12.67,308.81,1.76,2.69,-0.92,15.89,278.18,13.82,292.00,8.62,7.92,5.04,7.30,591.43,357.09,95.01,95.99,531.16,627.15,722.16,53.31,1.74,55.05,375.20,2100.92,76.78,60260.88,19782.73,157.43,1766.98,429.00,11960.17,35602.33,4456.00,542.00,1075.83,2623.00,1739.67,2.00,378.00,2068.17,61103.00
15347.64,79.46,33.11,7544.69,172.48,2116.46,3441.20,1948.85,-149.96,33.87,1018.64,933.41,1774.29,61.91,75.83,60.70,10.23,209.21,14.08,5.23,12.97,175.96,32.19,40.26,248.41,489.90,6.31,10.54,9.02,6.06,5.74,277.60,0.62,12.33,290.56,2.08,2.08,0.00,14.26,262.85,13.46,276.31,8.93,7.89,5.09,7.34,379.64,253.14,91.48,93.40,492.56,585.95,677.43,43.95,1.68,45.63,389.33,1745.17,24.48,57035.06,19642.47,93.88,1774.29,429.00,11959.25,35899.00,4456.00,542.00,1076.25,2623.00,1740.00,2.00,378.00,2070.25,61401.50
15718.95,164.02,12.26,7258.53,146.05,2459.21,3182.27,2248.94,56.59,35.14,1070.44,981.79,1781.60,68.07,81.23,47.59,10.86,240.58,14.62,5.96,17.04,169.78,33.52,41.67,244.96,523.17,6.48,11.63,9.23,6.34,6.30,313.92,0.70,12.77,327.38,2.45,2.27,0.18,34.54,279.04,13.99,293.02,9.07,7.99,5.18,7.46,213.65,172.98,92.13,101.27,466.81,568.08,660.21,39.36,1.74,41.09,485.11,1573.04,59.98,57073.45,18916.76,136.12,1781.60,429.00,11958.33,36195.67,4456.00,542.00,1076.67,2623.00,1740.33,2.00,378.00,2072.33,61700.00
16367.12,191.85,6.47,7129.57,194.72,2749.70,3449.20,2371.50,30.88,36.05,1087.77,1002.65,1788.92,67.23,82.63,68.07,11.91,252.93,14.71,6.07,13.99,171.74,32.50,42.52,246.75,534.46,6.94,13.08,9.71,6.82,6.52,331.53,0.70,12.85,345.09,2.94,2.30,0.64,23.88,307.77,14.08,321.85,9.29,8.49,5.46,7.93,144.89,138.79,90.39,99.08,463.69,562.77,653.16,37.03,1.68,38.71,508.14,1483.68,69.78,56857.43,22036.14,146.56,1788.92,429.00,11957.42,36492.33,4456.00,542.00,1077.08,2623.00,1740.67,2.00,378.00,2074.42,61998.50
20382.99,217.64,23.13,10565.57,162.45,3214.59,3618.24,2336.75,6.20,35.93,1134.35,1045.63,1796.23,74.65,91.77,50.26,12.39,233.56,15.32,6.27,11.66,183.59,33.00,40.60,257.19,524.00,6.68,13.54,9.65,6.41,6.24,362.93,0.76,13.64,377.33,4.17,1.27,2.90,31.36,333.91,14.96,348.86,9.36,8.63,5.63,8.11,124.88,128.67,92.94,108.08,462.57,570.65,663.59,39.65,1.74,41.39,626.40,1584.93,77.96,85213.34,22530.18,162.45,1796.23,429.00,11956.50,36789.00,4456.00,542.00,1077.50,2623.00,1741.00,2.00,378.00,2076.50,62297.00
19763.24,208.48,6.64,10565.37,137.35,3284.49,3142.13,2205.47,-36.50,36.45,1113.40,1025.61,1803.54,73.73,91.03,57.45,12.16,216.27,15.12,6.12,10.52,179.53,33.12,41.75,254.39,502.42,6.51,13.74,9.66,6.36,5.97,354.51,0.75,13.18,368.44,4.78,1.35,3.43,26.47,330.93,14.47,345.40,9.50,8.70,5.65,8.18,119.81,128.66,92.59,105.35,477.76,583.11,675.71,39.48,1.74,41.21,612.57,1577.96,75.37,82539.26,24507.43,152.56,1803.54,429.00,11955.58,37085.67,4456.00,542.00,1077.92,2623.00,1741.33,2.00,378.00,2078.58,62595.50
17634.59,185.51,10.94,9721.38,185.56,3049.83,2368.42,1978.33,-93.40,35.65,1051.31,973.88,1810.85,74.39,89.60,46.69,11.97,205.58,14.35,5.53,10.91,171.02,31.46,41.37,243.85,480.22,6.06,13.31,9.26,5.68,5.39,322.33,0.71,12.59,335.62,2.94,1.99,0.95,14.20,308.57,13.81,322.37,9.39,8.54,5.41,7.97,124.92,132.06,87.37,98.48,471.12,569.61,656.98,37.07,1.68,38.75,529.44,1482.15,66.66,77722.61,23408.39,138.54,1810.85,429.00,11954.67,37382.33,4456.00,542.00,1078.33,2623.00,1741.67,2.00,378.00,2080.67,62894.00
15236.02,173.68,8.75,8531.43,171.48,2268.29,2032.19,1940.80,-68.25,36.09,1135.61,1043.05,1818.16,63.26,75.26,66.46,11.48,188.93,15.31,4.82,10.31,179.68,31.86,43.22,254.76,474.12,6.30,11.69,9.17,6.03,6.05,299.48,0.67,12.30,312.45,2.63,1.56,1.06,18.30,281.74,13.48,295.21,9.05,8.23,5.25,7.60,216.42,175.14,91.74,94.99,498.42,593.41,685.15,38.94,1.74,40.68,439.84,1557.22,64.86,65598.16,20927.04,132.36,1818.16,429.00,11953.75,37679.00,4456.00,542.00,1078.75,2623.00,1742.00,2.00,378.00,2082.75,63192.50
13774.64,150.29,8.42,8387.51,129.42,1485.37,1819.52,1708.64,-125.25,35.99,1076.10,988.32,1825.47,55.87,65.10,55.80,11.26,209.71,14.58,3.83,9.34,173.66,32.02,42.51,248.18,485.64,7.50,11.44,10.21,7.64,6.71,289.21,0.66,12.24,302.10,3.04,1.54,1.50,20.04,270.16,13.39,283.56,8.96,8.04,5.09,7.42,407.20,256.34,89.83,93.06,513.53,606.59,696.42,44.99,1.68,46.67,376.17,1782.80,56.36,64065.55,19279.07,128.73,1825.47,429.00,11952.83,37975.67,4456.00,542.00,1079.17,2623.00,1742.33,2.00,378.00,2084.83,63491.00
14933.67,239.37,10.68,8369.46,156.33,2033.12,2274.19,1722.82,-91.03,35.98,1107.93,1017.17,1832.79,55.31,62.71,54.01,10.08,262.53,15.10,3.57,11.74,187.91,32.98,45.00,265.90,558.83,7.49,11.09,10.42,7.54,6.88,327.78,0.71,13.46,341.95,3.27,1.70,1.57,28.75,300.05,14.72,314.77,8.58,7.82,5.14,7.36,725.60,401.76,92.30,101.58,558.65,660.23,752.53,59.41,1.74,61.15,386.69,2327.73,80.56,63334.25,22930.60,169.80,1832.79,429.00,11951.92,38272.33,4456.00,542.00,1079.58,2623.00,1742.67,2.00,378.00,2086.92,63789.50
14708.33,158.59,21.13,7131.80,182.47,3075.12,2308.10,1795.28,-187.18,28.70,1114.26,1024.77,1839.25,54.75,61.77,65.69,10.85,242.70,15.39,2.92,11.32,185.55,34.05,46.01,265.62,537.94,7.05,10.90,10.02,7.06,6.72,329.90,0.74,12.49,343.12,3.17,1.70,1.48,22.57,309.08,12.95,322.03,8.52,7.99,5.23,7.47,892.35,466.73,96.26,92.37,558.62,650.99,747.25,68.89,1.94,70.83,384.71,2561.86,58.79,53151.52,20470.91,128.70,1839.25,429.00,11951.00,38569.00,4456.00,542.00,1080.00,2623.00,1743.00,2.00,378.00,2089.00,64088.00
13294.17,164.14,8.11,6231.40,170.81,2391.03,2568.14,1545.74,2.81,31.16,939.58,858.79,1845.71,53.61,61.43,74.66,11.21,216.05,13.22,3.18,9.66,175.76,30.13,41.15,247.04,489.16,7.09,10.87,9.83,7.15,6.42,286.57,0.66,11.28,298.50,3.00,1.20,1.80,9.10,279.51,11.68,291.20,8.76,8.19,5.26,7.58,759.13,411.96,88.43,83.55,507.42,590.97,679.40,60.20,1.76,61.96,330.55,2242.99,61.97,45729.58,18295.03,127.24,1845.71,429.00,11958.58,38705.75,4456.00,536.92,1080.42,2624.50,1743.17,2.00,379.83,2107.42,64249.75
15260.67,183.40,13.01,6635.72,175.47,3084.50,3045.17,1927.11,-38.77,34.80,1061.17,973.96,1852.18,56.41,66.32,69.33,10.44,229.34,14.91,4.59,15.61,180.58,33.95,44.97,259.50,523.94,7.24,10.84,9.91,7.12,6.84,304.62,0.70,12.13,317.46,3.45,1.06,2.39,20.49,286.79,12.57,299.36,8.87,8.15,5.30,7.59,678.02,377.03,98.75,90.50,514.37,604.87,703.61,58.87,1.94,60.81,386.31,2205.79,67.72,48227.60,20709.51,143.98,1852.18,429.00,11966.17,38842.50,4456.00,531.83,1080.83,2626.00,1743.33,2.00,381.67,2125.83,64411.50
15411.81,156.45,23.20,6091.44,165.91,3144.24,3500.97,1981.35,146.64,36.86,1052.65,980.66,1858.64,59.46,71.83,55.26,10.91,230.56,14.65,5.22,16.97,171.58,32.21,42.54,246.32,513.72,7.79,11.88,10.25,7.71,7.27,277.40,0.65,11.51,289.56,3.03,1.19,1.84,15.33,264.17,11.91,276.07,9.22,8.25,5.31,7.65,384.16,242.66,94.13,87.20,478.93,566.13,660.26,45.56,1.88,47.44,390.36,1724.88,56.49,44380.14,18656.35,128.82,1858.64,429.00,11973.75,38979.25,4456.00,526.75,1081.25,2627.50,1743.50,2.00,383.50,2144.25,64573.25
17041.82,171.76,27.11,6187.34,215.00,3113.31,4841.95,2229.37,44.80,32.73,1124.56,1038.42,1865.10,65.05,78.39,65.88,11.19,272.76,15.51,5.93,17.46,176.62,34.69,45.38,256.69,568.35,7.51,12.74,10.35,7.19,6.83,302.52,0.69,11.85,315.06,3.28,1.76,1.52,30.81,273.50,12.28,285.78,9.56,8.41,5.42,7.84,247.53,173.75,95.83,88.52,452.20,540.72,636.56,39.86,1.94,41.81,422.98,1522.61,63.53,47208.78,19412.20,139.58,1865.10,429.00,11981.33,39116.00,4456.00,521.67,1081.67,2629.00,1743.67,2.00,385.33,2162.67,64735.00
17707.50,189.39,9.63,6706.19,224.86,3173.79,4767.09,2287.77,108.53,39.33,1109.53,1026.46,1871.56,65.23,79.23,69.78,12.50,267.80,15.26,6.05,17.97,173.22,34.17,47.73,255.11,562.19,7.30,13.79,10.22,6.91,7.08,350.25,0.76,12.66,363.67,3.59,2.00,1.59,32.74,319.38,13.14,332.52,9.79,8.89,5.86,8.38,152.02,135.46,93.86,99.62,416.90,516.52,610.38,40.24,1.88,42.12,594.14,1534.12,71.47,49871.46,21866.98,148.18,1871.56,429.00,11988.92,39252.75,4456.00,516.58,1082.08,2630.50,1743.83,2.00,387.17,2181.08,64896.75
21940.26,200.35,52.50,11149.91,223.30,3294.09,4473.21,2215.48,94.64,41.98,1120.73,1035.49,1878.02,76.83,92.58,57.38,13.16,259.54,15.60,6.15,14.21,182.70,35.30,49.03,267.03,562.52,7.68,14.86,10.58,7.40,7.57,387.63,0.82,13.82,402.27,4.38,1.58,2.80,35.22,355.51,14.34,369.85,9.77,9.00,6.14,8.60,122.28,124.65,94.52,110.26,411.48,521.73,616.25,44.49,1.94,46.43,777.00,1686.61,72.95,87501.44,22741.96,149.20,1878.02,429.00,11996.50,39389.50,4456.00,511.50,1082.50,2632.00,1744.00,2.00,389.00,2199.50,65058.50
21248.72,180.32,65.82,11415.82,230.68,3296.37,3644.57,2087.30,76.68,40.20,1110.36,1033.01,1884.48,75.51,92.52,58.90,12.70,215.64,15.41,6.12,11.38,182.80,34.72,51.22,268.73,517.28,8.20,15.51,11.01,7.98,8.67,390.26,0.82,13.86,404.94,4.99,1.47,3.52,31.54,362.54,14.38,376.92,9.93,9.10,6.20,8.71,112.60,123.90,94.49,110.17,415.97,526.15,620.64,44.72,1.94,46.66,791.29,1695.10,67.85,88209.13,26405.95,140.29,1884.48,429.00,12004.08,39526.25,4456.00,506.42,1082.92,2633.50,1744.17,2.00,390.83,2217.92,65220.25
16956.42,178.14,12.06,8432.58,190.26,3062.68,2803.10,2024.58,12.91,30.30,1082.22,1014.96,1985.61,69.82,84.40,57.66,12.29,173.62,15.00,5.50,14.68,174.50,33.53,47.80,255.84,464.65,10.26,16.56,12.59,10.18,10.99,337.68,0.72,11.82,350.22,3.71,1.86,1.85,8.87,330.92,12.27,343.20,9.94,9.18,6.17,8.68,118.26,126.73,83.25,86.79,390.62,477.41,560.67,37.42,1.88,39.30,577.54,1422.50,64.82,62255.37,23475.10,136.89,1885.61,429.00,12011.67,39663.00,4456.00,501.33,1083.33,2635.00,1744.33,2.00,392.67,2236.33,65382.00
15451.15,175.92,5.42,7475.10,170.60,3014.97,2462.83,1947.21,-11.70,31.19,1111.71,1040.60,1897.41,65.31,76.39,61.32,11.27,180.05,15.34,4.84,14.46,178.57,32.29,51.54,262.39,477.07,12.16,16.44,14.29,12.06,11.84,305.20,0.64,10.55,316.40,3.65,1.78,1.87,9.68,297.63,10.96,308.59,9.76,8.91,6.03,8.37,202.17,162.08,88.03,74.22,427.66,501.88,589.90,37.44,1.94,39.39,434.69,1428.23,63.07,54948.46,20920.68,138.10,1897.41,429.00,12019.25,39799.75,4456.00,496.25,1083.75,2636.50,1744.50,2.00,394.50,2254.75,65543.75
14453.90,180.35,6.67,7605.66,152.40,2384.40,2172.84,1781.67,-45.11,36.87,1080.05,1011.37,1903.87,63.71,73.23,46.29,11.14,193.51,14.97,3.79,16.10,173.21,33.54,51.83,258.58,486.94,11.57,15.64,14.76,12.11,9.87,294.69,0.63,10.80,306.12,3.77,1.72,2.06,22.40,274.59,11.18,285.77,9.76,8.79,5.83,8.21,387.03,240.13,89.74,75.20,452.11,527.30,617.04,43.97,1.88,45.85,373.35,1663.40,65.43,56349.67,19907.61,139.70,1903.87,429.00,12026.83,39936.50,4456.00,491.17,1084.17,2638.00,1744.67,2.00,396.33,2273.17,65705.50
16818.06,196.55,12.03,8290.90,177.82,3120.42,3043.89,1831.38,-84.45,35.37,1115.83,1042.89,1910.33,57.04,65.32,57.55,11.15,221.39,15.44,3.50,18.28,181.61,34.65,54.82,271.09,529.69,10.77,14.60,14.01,11.17,11.26,335.47,0.67,11.96,348.10,3.93,1.85,2.08,30.47,307.34,12.36,319.71,9.27,8.79,5.94,8.21,771.24,413.84,94.24,85.22,491.28,576.50,670.74,62.37,1.94,64.31,406.23,2326.36,72.39,59751.95,21387.22,155.86,1910.33,429.00,12034.42,40073.25,4456.00,486.08,1084.58,2639.50,1744.83,2.00,398.17,2291.58,65867.25
16363.84,194.08,5.43,6896.18,169.54,2539.40,4488.04,1878.67,-35.07,32.60,1077.77,1003.17,1915.76,54.91,62.84,55.83,11.25,272.14,15.31,3.14,23.63,187.67,34.79,52.76,275.22,589.45,10.80,14.92,14.16,10.85,9.15,315.25,0.68,12.72,328.66,3.88,2.44,1.44,12.66,304.87,12.57,317.44,9.55,8.87,5.78,8.31,713.70,396.99,95.51,91.07,488.79,579.86,675.36,58.83,2.02,60.85,318.36,2165.27,71.31,50147.54,20936.26,152.82,1915.76,429.00,12042.00,40210.00,4456.00,481.00,1085.00,2641.00,1745.00,2.00,400.00,2310.00,66029.00
14844.04,177.41,10.00,6572.72,172.69,2247.57,3790.67,1670.40,3.34,35.54,972.35,894.23,1921.19,58.79,69.43,45.77,11.72,245.61,13.83,3.44,19.06,164.91,31.18,48.96,245.04,526.99,9.34,13.98,12.95,9.38,8.00,295.33,0.64,11.36,307.33,3.42,1.84,1.58,16.61,281.05,11.26,292.30,9.80,9.14,5.98,8.49,702.28,390.07,86.53,82.89,476.16,559.05,645.58,58.49,1.82,60.31,346.14,2144.38,65.32,47807.59,19005.52,135.40,1921.19,429.00,12021.25,40267.33,4456.00,486.75,1085.67,2636.42,1745.17,2.00,400.00,2315.25,66072.75
17102.00,150.52,4.58,7289.17,175.90,2399.51,4821.09,2004.88,34.21,39.81,1106.51,1023.41,1926.61,49.63,60.68,81.39,11.69,244.25,15.63,4.80,23.40,175.50,32.74,55.37,263.61,551.69,8.81,13.17,12.07,8.24,7.36,306.04,0.64,12.05,318.73,3.70,2.05,1.66,18.51,289.97,11.90,301.87,9.87,9.06,5.88,8.44,625.93,352.87,96.53,90.68,493.70,584.38,680.91,57.68,2.02,59.69,406.97,2126.37,53.93,53576.17,21352.85,131.37,1926.61,429.00,12000.50,40324.67,4456.00,492.50,1086.33,2631.83,1745.33,2.00,400.00,2320.50,66116.50
15032.34,159.93,11.08,5870.45,157.43,1364.29,5382.25,1870.38,-2.59,37.88,986.24,916.30,1932.04,55.30,66.97,81.93,12.04,283.24,14.22,5.44,24.52,166.54,30.86,54.87,252.27,579.69,8.29,13.27,11.57,7.93,7.32,285.79,0.63,11.45,297.86,3.41,2.00,1.40,19.73,268.21,11.32,279.53,10.32,9.17,5.93,8.56,355.50,225.69,92.56,84.31,449.83,534.14,626.70,45.15,1.95,47.10,426.03,1681.01,57.71,44828.74,18203.53,124.39,1932.04,429.00,11979.75,40382.00,4456.00,498.25,1087.00,2627.25,1745.50,2.00,400.00,2325.75,66160.25
18167.48,140.72,38.19,7394.18,187.90,2318.38,5827.19,2020.98,52.33,35.12,958.57,886.32,1937.47,64.51,79.32,77.63,12.31,305.69,13.98,6.14,24.39,171.13,33.73,62.99,267.85,618.05,7.99,14.41,11.61,7.63,6.89,317.52,0.71,12.38,330.62,3.72,2.27,1.45,32.59,287.20,12.28,299.48,10.61,9.22,6.00,8.71,203.51,160.32,95.28,92.44,427.66,520.10,615.38,40.67,2.02,42.68,504.41,1526.30,47.54,55269.93,20582.28,120.60,1937.47,429.00,11959.00,40439.33,4456.00,504.00,1087.67,2622.67,1745.67,2.00,400.00,2331.00,66204.00
20495.41,198.87,27.00,8930.72,164.54,3249.50,5278.66,2202.79,226.18,36.63,1057.00,972.43,1942.89,74.92,90.60,58.31,13.90,295.16,14.91,6.18,20.35,170.35,32.30,69.00,271.64,608.25,7.39,15.07,11.09,6.92,6.69,351.36,0.72,12.18,364.26,3.78,2.36,1.42,31.74,321.84,12.10,333.94,10.85,9.88,6.41,9.30,141.16,134.27,94.36,93.68,414.42,508.10,602.45,41.39,1.95,43.34,629.66,1550.88,73.33,68419.18,23237.30,149.47,1942.89,429.00,11938.25,40496.67,4456.00,509.75,1088.33,2618.08,1745.83,2.00,400.00,2336.25,66247.75
24663.87,197.85,37.84,13706.33,178.09,3350.34,4647.86,2226.79,77.94,40.59,1114.35,1028.40,1948.32,82.26,97.00,44.08,15.17,252.33,15.63,6.37,19.39,180.24,34.12,65.85,280.20,573.93,7.40,15.72,10.98,6.78,6.69,396.26,0.78,13.38,410.42,4.71,1.65,3.07,37.82,362.39,13.28,375.67,10.96,9.97,6.61,9.55,115.59,121.91,96.24,103.06,409.13,512.19,608.43,47.26,2.02,49.27,863.53,1758.73,70.90,108594.58,25206.30,151.48,1948.32,429.00,11917.50,40554.00,4456.00,515.50,1089.00,2613.50,1746.00,2.00,400.00,2341.50,66291.50
21372.67,212.69,50.30,11212.65,163.63,3354.80,3855.32,2236.40,53.01,40.70,1141.19,1055.38,1953.75,74.38,92.58,56.54,13.96,215.52,15.90,6.53,16.42,179.40,33.79,69.55,282.74,537.11,8.10,16.18,11.20,7.36,7.56,393.59,0.78,13.39,407.76,4.67,1.60,3.08,28.91,368.63,13.30,381.93,10.94,10.04,6.65,9.58,108.44,126.40,96.82,103.87,426.92,530.78,627.60,47.04,2.02,49.05,840.20,1751.68,77.85,83899.90,27517.48,155.61,1953.75,429.00,11896.75,40611.33,4456.00,521.25,1089.67,2608.92,1746.17,2.00,400.00,2346.75,66335.25
18971.19,205.57,34.96,10305.03,189.08,3249.29,2790.31,2025.32,-47.04,40.12,1083.86,1000.16,1959.17,74.36,90.00,43.98,13.85,170.62,15.11,5.74,18.64,173.12,32.32,68.46,273.90,484.01,7.68,15.71,11.16,7.21,6.27,319.18,0.68,12.19,332.06,2.18,2.18,0.00,2.70,317.28,12.08,329.36,10.94,9.89,6.37,9.32,124.92,133.02,94.66,91.31,429.04,520.35,615.01,38.84,1.95,40.80,548.32,1462.07,73.23,76357.87,23681.32,151.26,1959.17,429.00,11876.00,40668.67,4456.00,527.00,1090.33,2604.33,1746.33,2.00,400.00,2352.00,66379.00
17339.21,187.19,22.45,9546.96,175.92,2923.76,2324.31,2021.20,-50.85,41.37,1125.03,1039.50,1964.60,64.58,77.90,55.43,12.16,169.17,15.77,5.06,24.22,177.45,32.93,72.08,282.46,496.68,6.42,12.51,10.05,5.62,5.76,308.22,0.70,12.65,321.57,2.66,2.31,0.35,18.21,291.19,12.52,303.71,10.58,9.51,6.16,8.89,240.45,187.62,98.38,97.06,447.25,544.31,642.69,43.92,2.02,45.94,527.53,1644.23,66.37,68011.68,21866.51,143.22,1964.60,429.00,11855.25,40726.00,4456.00,532.75,1091.00,2599.75,1746.50,2.00,400.00,2357.25,66422.75
15718.95,213.22,19.87,8655.02,157.98,2382.49,2344.89,1853.48,-97.18,40.73,1061.73,978.52,1970.03,64.66,75.97,41.37,12.38,201.08,14.99,4.04,25.20,172.74,33.56,70.95,277.25,522.56,8.47,12.45,11.05,7.74,7.48,296.57,0.68,11.91,309.16,2.91,2.15,0.76,20.93,277.18,11.81,288.99,10.18,9.24,6.04,8.63,413.41,256.21,95.56,88.82,465.38,554.21,649.77,47.45,1.95,49.40,396.59,1765.38,77.57,62108.83,20058.99,150.13,1970.03,429.00,11834.50,40783.33,4456.00,538.50,1091.67,2595.17,1746.67,2.00,400.00,2362.50,66466.50
