AllFuelsGen,CoalGen,PetroleumGen,NatGasGen,OtherGasGen,NuclearGen,HydroGen,RenewablesGen,HydroStorageGen,OtherGen,GeothermalGen,IndepGen,GDP,AvgTemp,AvgMaxTemp,AvgRelHum,Price,HydroCons,GeoCons,SolarCons,WindCons,WoodCons,WasteCons,BiofuelsCons,BiomassCons,RenCons,NatGasPrice,ResNatGasPrice,CommNatGasPrice,IndNatGasPrice,ElecPowerNatGasPrice,ElecPowerElecNetGen,CommElecNetGen,IndElecNetGen,TotElecNetGen,ElecImports,ElecExports,ElecNetImports,TDLosses,RetailElecSales,DirectElecUse,EndElecUse,ResPrice,CommPrice,IndPrice,AvgRetailPrice,ResNatGasCons,CommNatGasCons,IndLPNatGasCons,OtherIndNatGasCons,OtherNonCHPIndNatGasCons,TotIndOtherNatGasCons,TotIndNatGasCons,PDTransNatGasCons,FuelTransNatGasCons,TotTransNatGasCons,ElecPowerNatGasCons,TotNatGasCons,ElecCoalCons,ElecNatGasCons,TotRetailElecSales,TotCoalCons,CA_GDP,CoalCap,LargeHydroCap,NatGasCap,NuclearCap,OilCap,BiomassCap,GeothermalCap,SmallHydroCap,SolarPVCap,SolarThermalCap,WindCap,TotalElecCap
16011.95,178.61,3.00,5920.87,153.00,3354.94,3945.32,2287.65,10.21,77.33,1072.52,1003.91,1922.27,61.25,74.13,57.89,12.66,244.67,17.84,9.19,84.85,161.74,38.92,153.72,354.38,710.94,5.81,13.12,9.50,5.08,4.96,315.66,0.67,11.61,327.94,3.06,1.74,1.32,34.92,283.73,10.61,294.34,11.91,10.15,6.64,9.72,197.51,161.15,107.55,81.56,462.77,544.32,651.87,44.64,2.43,47.07,559.67,1617.27,69.47,41735.44,19017.65,132.24,1922.27,378.00,12118.33,43951.33,4600.33,430.33,1107.00,2648.00,1744.67,154.00,408.00,3452.67,71210.00
16349.86,187.30,7.46,5519.72,140.65,3269.38,4440.19,2560.26,57.61,76.91,1037.85,967.74,1924.30,66.21,81.87,70.00,13.91,291.25,17.22,9.49,78.53,163.04,38.73,153.31,355.09,751.58,6.02,14.86,9.72,5.04,5.31,362.99,0.70,12.08,375.76,4.06,1.56,2.50,36.33,330.89,11.04,341.93,11.91,10.56,6.97,10.18,134.04,129.71,102.82,84.36,444.83,529.19,632.02,45.73,2.36,48.08,705.67,1649.52,74.19,39485.68,22036.60,132.79,1924.30,368.50,12121.67,43947.17,4606.17,416.92,1112.75,2648.00,1744.58,163.25,408.00,3520.08,71272.50
19938.18,195.13,4.04,9112.89,166.35,3378.46,4175.50,2672.88,73.38,82.66,1064.00,991.32,1926.33,70.18,87.13,64.22,14.39,239.19,17.48,9.73,65.60,169.11,39.60,157.13,365.84,697.83,6.31,16.21,10.04,5.49,5.34,396.20,0.81,12.72,409.73,4.31,1.49,2.81,31.83,369.02,11.69,380.71,12.04,10.72,7.23,10.46,111.31,120.18,106.76,91.41,445.73,537.14,643.90,50.83,2.43,53.26,897.18,1825.83,75.77,67049.23,23616.31,137.80,1926.33,359.00,12125.00,43943.00,4612.00,403.50,1118.50,2648.00,1744.50,172.50,408.00,3587.50,71335.00
20680.43,181.33,3.03,10751.99,189.56,3382.21,3519.70,2472.66,24.85,76.62,1069.38,998.41,1928.36,74.40,90.58,44.97,14.28,196.28,17.71,9.60,65.23,170.47,39.61,157.38,367.46,656.28,6.22,16.65,9.94,5.37,5.06,394.65,0.84,13.40,408.88,3.64,1.82,1.82,26.64,371.77,12.30,384.07,12.03,10.62,7.22,10.40,107.07,126.67,108.02,94.80,444.57,539.37,647.39,52.36,2.43,54.79,943.00,1878.93,71.30,79345.17,24533.68,133.31,1928.36,349.50,12128.33,43938.83,4617.83,390.08,1124.25,2648.00,1744.42,181.75,408.00,3654.92,71397.50
18493.41,185.53,4.42,9916.28,139.50,3236.52,2643.00,2211.54,26.24,49.71,1037.72,966.51,1930.39,74.28,88.77,43.79,14.32,168.44,17.11,8.70,69.32,165.52,37.46,151.72,354.70,618.27,5.72,15.63,9.56,4.61,4.61,333.06,0.75,12.24,346.05,2.91,2.39,0.52,7.60,327.74,11.22,338.96,11.95,10.52,7.00,10.17,117.30,132.94,107.19,86.98,448.76,535.74,642.93,45.24,2.36,47.60,696.72,1637.49,73.97,72918.60,23995.94,134.91,1930.39,340.00,12131.67,43934.67,4623.67,376.67,1130.00,2648.00,1744.33,191.00,408.00,3722.33,71460.00
17379.95,167.89,6.70,11216.49,111.20,1848.43,1974.57,1901.87,-2.08,72.02,994.81,921.54,1932.42,63.65,73.68,67.64,13.09,172.52,16.98,7.45,77.50,165.62,39.21,159.12,363.95,638.38,5.70,13.37,9.27,4.73,4.45,295.65,0.71,11.56,307.92,2.54,2.10,0.43,9.91,287.84,10.61,298.45,11.86,10.25,6.80,9.81,201.58,185.34,112.82,83.94,462.58,546.52,659.33,45.89,2.43,48.32,570.36,1664.94,67.73,80270.73,22506.21,117.61,1932.42,330.50,12135.00,43930.50,4629.50,363.25,1135.75,2648.00,1744.25,200.25,408.00,3789.75,71522.50
15756.73,137.17,3.81,9447.78,123.63,1996.66,2070.32,1869.33,-48.43,67.25,1039.21,966.15,1934.45,59.13,68.33,43.66,12.39,190.84,17.11,6.25,95.10,164.42,40.20,156.08,360.70,670.01,5.48,10.89,8.86,4.60,4.55,293.83,0.68,11.49,306.01,2.67,1.87,0.79,21.38,274.90,10.52,285.42,11.62,9.99,6.56,9.55,446.80,286.70,109.03,81.92,494.83,576.76,685.78,55.12,2.36,57.47,496.54,1973.29,54.36,68188.04,20114.54,107.41,1934.45,321.00,12138.33,43926.33,4635.33,349.83,1141.50,2648.00,1744.17,209.50,408.00,3857.17,71585.00
16905.93,187.86,5.92,8862.21,141.18,2495.08,3268.24,1913.64,-107.47,62.85,1087.49,1013.69,1936.49,55.40,62.90,60.89,12.17,226.04,18.03,5.66,88.38,173.05,40.78,161.46,375.29,713.39,5.74,9.98,8.82,5.50,5.68,348.55,0.79,12.78,362.12,3.95,1.36,2.60,33.94,319.05,11.73,330.77,11.06,9.82,6.60,9.52,847.00,467.37,114.76,92.21,549.15,641.36,756.13,76.85,2.43,79.28,564.27,2714.05,77.64,62874.06,22299.20,142.55,1936.49,311.50,12141.67,43922.17,4641.17,336.42,1147.25,2648.00,1744.08,218.75,408.00,3924.58,71647.50
15483.40,208.84,3.18,7512.79,123.91,2528.60,3273.56,1825.45,-113.79,59.53,1095.82,1023.03,1914.15,57.82,65.35,39.67,12.40,248.06,18.48,5.44,83.08,176.40,38.54,152.11,367.04,722.10,5.69,9.90,8.74,5.66,5.66,350.00,0.82,12.05,362.87,4.28,1.59,2.69,20.20,334.12,11.25,345.36,10.87,9.78,6.53,9.48,969.78,528.00,106.98,89.58,569.35,658.93,765.90,82.63,2.55,85.17,539.79,2888.64,85.87,54002.24,21010.17,155.66,1938.69,302.00,12145.00,43918.00,4647.00,323.00,1153.00,2648.00,1744.00,228.00,408.00,3992.00,71710.00
14640.44,174.54,3.29,7404.17,98.03,2496.60,2386.63,1921.85,10.96,78.41,990.85,922.87,1916.18,51.78,60.96,54.40,12.21,234.46,16.68,6.27,101.55,157.53,35.78,143.37,336.68,695.64,5.75,10.14,8.88,5.77,5.29,301.63,0.73,10.77,313.13,3.74,1.52,2.22,8.40,296.90,10.04,306.95,11.06,9.99,6.63,9.56,767.99,431.73,96.97,80.50,519.25,599.75,696.73,69.97,2.30,72.26,483.69,2452.40,69.29,54032.45,19138.65,131.40,1940.89,297.42,12145.00,43969.17,4647.00,323.17,1155.42,2652.58,1745.00,274.00,408.00,4073.25,71882.58
15764.73,160.94,3.82,5881.16,160.19,3223.31,3901.15,2236.12,24.40,87.15,1090.75,1016.27,1918.21,56.31,66.23,62.93,11.91,302.50,18.39,8.69,102.45,169.21,38.51,158.98,366.69,798.73,5.73,10.43,8.89,5.21,4.84,306.81,0.75,11.15,318.71,4.02,1.54,2.48,18.74,292.05,10.40,302.45,11.52,9.93,6.53,9.55,594.93,360.94,111.45,81.62,534.15,615.77,727.21,62.94,2.55,65.49,481.93,2230.49,64.02,43178.63,21515.35,128.25,1943.10,292.83,12145.00,44020.33,4647.00,323.33,1157.83,2657.17,1746.00,320.00,408.00,4154.50,72055.17
15764.73,168.36,2.64,5003.84,132.98,3238.70,4609.34,2474.85,-12.19,69.37,1000.93,930.99,1920.24,59.28,71.03,61.28,12.09,303.08,17.26,9.86,120.69,159.16,35.68,152.52,347.36,798.25,5.62,11.27,9.02,5.34,5.03,290.52,0.71,11.18,302.40,3.80,1.60,2.20,19.01,275.20,10.38,285.58,11.67,9.96,6.53,9.54,340.55,232.01,108.77,82.99,485.81,568.80,677.57,50.98,2.46,53.44,521.45,1825.02,68.27,37146.67,19410.34,124.06,1945.30,288.25,12145.00,44071.50,4647.00,323.50,1160.25,2661.75,1747.00,366.00,408.00,4235.75,72227.75
15248.89,169.86,2.98,4459.63,118.10,2518.59,5120.27,2654.96,37.78,87.33,1077.36,1006.00,1922.27,61.04,74.58,59.85,12.64,316.62,18.19,10.98,114.38,160.68,37.20,163.01,360.89,821.05,5.80,12.50,9.35,5.21,5.04,311.40,0.87,11.36,323.63,4.90,1.28,3.62,28.58,287.99,10.68,298.67,11.93,10.19,6.68,9.78,205.40,166.25,111.90,86.95,476.16,563.10,675.00,46.20,2.55,48.75,572.00,1667.40,66.94,33598.70,20191.01,133.38,1947.50,283.67,12145.00,44122.67,4647.00,323.67,1162.67,2666.33,1748.00,412.00,408.00,4317.00,72400.33
16161.55,164.57,2.96,4958.86,136.66,3088.56,4978.91,2646.66,28.89,79.51,991.41,928.39,1924.30,64.39,79.70,68.97,13.96,312.38,17.02,11.37,106.73,167.47,38.06,166.29,371.82,819.32,6.12,14.70,9.57,5.21,5.20,354.93,0.86,11.94,367.73,4.48,1.32,3.17,31.01,328.71,11.18,339.89,11.97,10.66,7.14,10.26,132.67,133.86,107.45,87.70,447.74,535.44,642.89,46.04,2.46,48.50,699.41,1657.33,64.31,36986.79,21788.56,126.35,1949.71,279.08,12145.00,44173.83,4647.00,323.83,1165.08,2670.92,1749.00,458.00,408.00,4398.25,72572.92
19471.24,176.61,4.96,7945.67,145.37,3371.01,4993.19,2588.06,68.27,89.36,1055.20,981.52,1926.33,72.77,89.23,57.74,14.64,303.96,17.72,11.52,72.76,172.06,39.34,160.35,371.74,777.71,6.16,16.14,9.58,5.05,5.13,404.80,1.02,12.87,418.69,6.02,1.26,4.77,40.63,370.69,12.14,382.83,12.09,10.67,7.32,10.47,114.19,130.15,109.61,97.21,445.35,542.56,652.16,52.90,2.55,55.45,938.58,1890.52,67.81,59758.00,23355.02,132.57,1951.91,274.50,12145.00,44225.00,4647.00,324.00,1167.50,2675.50,1750.00,504.00,408.00,4479.50,72745.50
20258.59,165.75,5.41,9761.63,154.10,3285.63,4039.76,2645.86,35.02,82.18,1056.67,983.99,1928.36,75.57,92.65,47.63,14.23,250.32,17.78,11.79,72.61,172.25,39.45,172.39,384.09,736.59,6.19,16.67,9.77,5.21,4.85,392.44,0.99,13.09,406.51,5.58,1.01,4.58,26.07,372.72,12.29,385.01,12.09,10.72,7.39,10.49,112.28,137.96,110.98,99.45,454.22,553.67,664.65,52.90,2.55,55.44,921.45,1891.78,64.11,72934.98,26070.63,128.20,1954.11,269.92,12145.00,44276.17,4647.00,324.17,1169.92,2680.08,1751.00,550.00,408.00,4560.75,72918.08
18730.24,153.10,8.18,9942.13,161.97,2960.29,3241.72,2162.89,-17.47,49.21,1012.71,942.30,1930.39,73.41,90.67,52.87,13.97,207.71,17.13,10.53,66.74,166.92,37.73,158.33,362.98,665.08,5.94,15.63,9.46,4.84,4.71,325.11,0.87,11.95,337.93,4.04,1.02,3.02,3.51,326.25,11.20,337.45,12.17,10.59,7.15,10.29,122.75,141.63,109.47,90.59,458.61,549.20,658.66,45.93,2.46,48.39,684.20,1655.63,61.06,73286.07,25141.57,120.80,1956.32,265.33,12145.00,44327.33,4647.00,324.33,1172.33,2684.67,1752.00,596.00,408.00,4642.00,73090.67
16050.13,166.52,3.09,7983.30,131.38,3358.66,2276.99,2067.52,-81.17,72.71,1062.73,988.80,1932.42,68.80,82.42,45.69,13.24,192.25,17.84,9.50,102.27,165.52,39.84,165.55,370.91,692.76,5.45,12.85,8.94,4.71,4.49,296.68,0.80,11.22,308.70,3.70,0.91,2.79,12.85,288.13,10.50,298.64,12.08,10.25,6.77,9.83,225.51,206.14,116.32,84.51,486.14,570.65,686.97,48.36,2.55,50.91,574.93,1744.45,65.11,57314.29,22072.77,130.19,1958.52,260.75,12145.00,44378.50,4647.00,324.50,1174.75,2689.25,1753.00,642.00,408.00,4723.25,73263.25
15525.97,122.76,3.13,7877.08,156.85,3268.23,1959.49,2009.52,-2.28,77.80,1038.19,964.95,1934.45,58.02,67.90,50.96,12.52,200.93,17.57,7.57,120.85,166.68,40.35,165.57,372.61,719.53,5.29,10.78,8.62,4.64,4.26,291.64,0.80,11.66,304.10,3.47,1.13,2.34,20.32,275.24,10.89,286.12,11.78,9.98,6.53,9.58,434.50,286.45,114.77,86.03,508.17,594.20,708.97,56.95,2.46,59.41,542.55,2031.87,46.46,56338.56,20439.48,106.90,1960.72,256.17,12145.00,44429.67,4647.00,324.67,1177.17,2693.83,1754.00,688.00,408.00,4804.50,73435.83
17704.93,150.34,3.01,10243.56,147.44,3325.06,1776.46,1988.68,-67.21,84.35,1079.78,1004.81,1936.49,55.59,64.13,33.52,12.03,230.58,18.26,7.37,103.53,176.38,41.32,174.94,392.65,752.38,5.03,9.83,8.30,4.59,4.18,322.23,0.87,12.64,335.74,4.26,0.87,3.39,25.47,301.84,11.81,313.65,11.40,9.77,6.51,9.53,693.23,400.21,117.94,95.54,546.52,642.06,760.00,72.00,2.55,74.55,613.89,2541.88,55.82,72293.27,21808.17,121.96,1962.92,251.58,12145.00,44480.83,4647.00,324.83,1179.58,2698.42,1755.00,734.00,408.00,4885.75,73608.42
15904.50,148.20,7.12,9419.37,151.38,2699.73,1334.54,1990.22,17.93,77.79,1024.61,951.23,1967.15,60.18,69.71,33.83,12.74,219.89,17.40,7.18,129.73,172.87,38.40,154.45,365.72,739.92,4.85,9.62,8.04,4.58,3.82,326.19,0.92,12.43,339.53,4.15,0.93,3.22,20.10,310.98,11.67,322.64,11.41,9.84,6.44,9.61,794.37,445.86,118.88,94.33,571.54,665.88,784.76,79.83,2.54,82.37,648.82,2756.18,54.14,68112.26,20887.55,120.99,1967.15,247.00,12145.00,44532.00,4647.00,325.00,1182.00,2703.00,1756.00,780.00,408.00,4967.00,73781.00
14595.20,146.77,12.53,9415.71,136.92,1491.04,1105.48,2108.22,73.65,70.36,965.38,896.66,1971.37,55.62,66.21,47.09,12.46,193.02,16.39,8.05,105.17,162.40,36.33,151.02,349.75,672.38,4.73,9.47,7.76,4.19,3.46,296.79,0.90,11.70,309.39,3.64,0.87,2.77,14.16,286.98,11.02,298.00,11.51,9.94,6.45,9.58,662.06,387.05,109.04,88.88,534.33,623.22,732.25,72.40,2.38,74.77,644.53,2500.65,55.39,68045.76,19050.38,114.73,1971.37,247.00,12145.83,44745.08,4459.17,325.00,1184.50,2703.00,1755.50,973.50,451.08,5035.17,74113.92
14993.49,146.46,8.20,8947.35,146.64,1674.98,1493.44,2435.06,60.94,71.63,1046.98,976.06,1975.60,54.59,66.39,60.06,12.31,246.55,17.61,11.52,133.48,165.53,39.88,162.97,368.38,777.53,4.84,10.41,8.16,3.71,3.09,296.50,0.91,11.68,309.09,4.21,1.20,3.01,17.35,283.73,11.01,294.74,11.70,9.84,6.46,9.52,403.15,261.56,117.01,90.89,517.65,608.54,725.54,60.87,2.54,63.40,674.10,2127.76,53.78,65542.84,20177.83,115.55,1975.60,247.00,12146.67,44958.17,4271.33,325.00,1187.00,2703.00,1755.00,1167.00,494.17,5103.33,74446.83
14506.22,106.11,18.24,8275.19,132.92,1185.12,2307.14,2358.83,58.27,62.75,1031.13,959.58,1979.82,60.56,74.30,56.07,12.37,250.22,17.08,13.31,120.94,156.66,37.23,159.35,353.24,754.79,4.19,10.94,8.04,3.21,2.81,283.18,0.89,11.16,295.23,5.00,1.26,3.74,17.67,270.76,10.54,281.29,11.92,9.82,6.38,9.47,279.21,208.94,112.91,90.28,489.23,579.52,692.42,55.70,2.46,58.16,714.34,1953.07,42.27,61986.89,18947.64,71.65,1979.82,247.00,12147.50,45171.25,4083.50,325.00,1189.50,2703.00,1754.50,1360.50,537.25,5171.50,74779.75
15954.17,72.03,8.78,8218.30,130.87,822.97,3471.66,3039.43,112.41,71.08,1061.23,987.80,1984.04,66.36,81.13,58.86,12.87,272.56,17.79,15.74,119.34,165.31,38.20,168.68,372.19,797.62,4.30,12.61,8.14,3.02,3.05,323.60,0.93,11.99,336.52,5.47,1.15,4.32,32.57,296.97,11.30,308.27,11.90,9.96,6.53,9.64,163.08,149.14,117.15,94.99,481.29,576.28,693.43,53.18,2.54,55.71,812.47,1873.84,23.79,62324.06,20601.20,79.48,1984.04,247.00,12148.33,45384.33,3895.67,325.00,1192.00,2703.00,1754.00,1554.00,580.33,5239.67,75112.67
16375.64,128.91,14.97,8703.03,126.03,1096.92,3050.12,3102.43,70.77,74.32,1021.35,950.25,1988.27,67.95,84.43,62.10,14.67,253.69,17.36,16.46,113.93,164.83,37.01,164.10,365.94,767.37,4.63,14.18,8.44,3.34,3.21,347.76,0.98,12.09,360.83,5.37,1.21,4.16,28.40,325.16,11.43,336.59,12.09,10.39,6.89,10.13,123.34,131.07,112.65,97.77,468.04,565.81,678.47,53.15,2.46,55.60,879.88,1868.36,46.19,64914.98,22015.23,104.86,1988.27,247.00,12149.17,45597.42,3707.83,325.00,1194.50,2703.00,1753.50,1747.50,623.42,5307.83,75445.58
18443.32,125.18,8.64,10270.36,135.15,1674.24,3281.74,2808.73,63.60,68.73,1065.74,991.33,1992.49,73.34,90.45,52.95,14.26,252.09,17.95,16.86,83.95,171.85,39.31,156.84,367.99,738.84,4.88,15.13,8.52,3.60,3.54,400.32,1.14,13.19,414.64,6.68,1.01,5.67,36.82,370.96,12.53,383.49,12.00,10.39,7.13,10.30,107.52,124.50,119.42,107.19,467.89,575.08,694.50,59.04,2.54,61.58,1081.69,2069.77,46.48,76726.06,23334.01,108.25,1992.49,247.00,12150.00,45810.50,3520.00,325.00,1197.00,2703.00,1753.00,1941.00,666.50,5376.00,75778.50
21409.19,135.60,11.58,13518.69,130.99,1672.77,2974.88,2777.04,111.35,69.42,1058.37,983.43,1996.71,80.69,98.06,40.34,15.20,219.19,17.79,16.28,80.59,173.26,39.28,166.44,378.98,712.83,5.13,15.82,8.71,3.83,3.61,381.49,1.05,13.16,395.70,6.35,0.85,5.50,23.99,364.79,12.42,377.21,12.17,10.39,7.08,10.32,105.60,133.48,118.83,104.79,482.43,587.22,706.05,57.21,2.54,59.75,1003.94,2008.82,51.60,105130.32,26232.37,111.70,1996.71,247.00,12150.83,46023.58,3332.17,325.00,1199.50,2703.00,1752.50,2134.50,709.58,5444.17,76111.42
19230.21,126.13,10.80,12311.17,97.91,1603.81,2439.49,2442.43,130.17,61.03,1040.98,967.29,2000.94,79.21,94.27,36.63,15.51,167.52,17.58,15.20,83.64,167.65,37.26,148.91,353.82,637.76,4.76,14.72,8.35,3.56,3.54,321.59,0.93,12.07,334.59,4.91,0.91,4.00,9.13,318.09,11.37,329.46,12.30,10.50,6.97,10.26,118.61,141.66,115.66,95.57,479.46,575.03,690.69,51.20,2.46,53.66,802.59,1807.21,47.96,93131.96,24117.86,106.39,2000.94,247.00,12151.67,46236.67,3144.33,325.00,1202.00,2703.00,1752.00,2328.00,752.67,5512.33,76444.33
17602.94,98.00,15.03,11408.71,125.43,1520.72,1890.19,2483.55,-1.34,55.62,1058.41,982.89,2005.16,69.31,82.94,48.79,13.29,157.02,18.03,13.99,120.24,168.30,40.77,158.24,367.31,676.58,4.65,11.68,8.07,3.94,4.00,298.91,0.90,11.84,311.65,4.41,0.74,3.66,13.43,290.74,11.15,301.88,12.03,10.08,6.62,9.74,240.11,212.77,119.77,93.51,509.27,602.79,722.56,53.92,2.54,56.46,669.20,1901.08,35.54,85123.35,23816.74,95.05,2005.16,247.00,12152.50,46449.75,2956.50,325.00,1204.50,2703.00,1751.50,2521.50,795.75,5580.50,76777.25
15152.94,60.18,8.73,9862.56,93.99,1541.25,1521.08,2031.62,-31.20,60.01,1053.75,981.38,2009.38,61.48,72.40,53.20,12.88,178.26,18.02,11.41,110.85,167.17,40.67,149.27,357.11,675.65,4.79,9.99,7.99,4.46,4.43,293.05,0.88,12.05,305.98,4.70,0.80,3.90,20.35,278.21,11.31,289.52,11.75,9.89,6.50,9.58,482.13,308.08,116.07,92.89,524.35,617.25,733.32,62.11,2.46,64.56,579.75,2167.84,16.67,72003.02,20023.56,69.47,2009.38,247.00,12153.33,46662.83,2768.67,325.00,1207.00,2703.00,1751.00,2715.00,838.83,5648.67,77110.17
15350.77,81.52,9.46,9317.88,75.92,1523.86,1967.61,2389.28,-91.69,71.95,1091.09,1016.28,2013.61,52.23,61.10,64.59,12.67,218.71,18.61,11.01,138.22,174.43,42.28,151.96,368.68,755.23,4.79,9.80,8.18,4.73,4.35,321.00,0.89,12.75,334.64,4.40,1.07,3.33,28.75,297.29,11.93,309.22,11.62,9.81,6.52,9.64,670.34,390.84,118.88,97.92,551.69,649.61,768.49,72.20,2.54,74.73,599.50,2503.91,27.93,66795.41,20333.69,85.01,2013.61,247.00,12154.17,46875.92,2580.83,325.00,1209.50,2703.00,1750.50,2908.50,881.92,5716.83,77443.08
15458.49,65.34,2.84,9693.41,110.42,1672.51,1693.73,2174.67,-32.63,78.20,1068.25,994.31,2017.85,54.24,62.90,36.03,13.03,236.89,18.58,10.48,140.62,185.33,41.43,149.12,375.89,782.45,4.52,9.15,7.75,4.58,4.56,335.06,0.98,12.92,348.97,5.38,1.06,4.32,20.31,320.68,12.30,332.98,11.46,9.77,6.50,9.64,872.29,478.98,123.95,100.08,576.22,676.30,800.25,93.02,2.55,95.57,631.69,2878.79,21.05,69201.29,22027.29,74.74,2017.85,247.00,12155.00,47089.00,2393.00,325.00,1212.00,2703.00,1750.00,3102.00,925.00,5785.00,77776.00
13761.44,60.36,2.66,8942.46,113.25,793.30,1503.71,2283.21,-7.41,69.90,948.56,881.12,2022.10,54.58,65.18,43.59,12.98,194.81,16.67,12.24,134.30,166.59,36.99,139.26,342.84,700.85,4.56,9.23,7.78,4.54,4.59,297.20,0.89,11.64,309.73,5.09,0.85,4.25,11.42,291.48,11.08,302.56,11.63,10.06,6.66,9.77,750.08,429.01,112.28,89.41,532.78,622.19,734.48,82.89,2.31,85.20,568.39,2567.16,20.09,63679.80,19212.53,70.76,2022.10,238.00,12162.42,47014.08,2393.00,325.08,1219.00,2703.00,1749.92,3241.67,955.58,5792.00,77883.67
14469.72,29.97,3.13,8590.14,151.07,995.69,1786.29,2887.17,-31.51,57.78,1078.96,1005.55,2026.34,60.83,75.23,50.37,12.84,195.92,18.54,17.08,150.33,181.59,42.16,161.00,384.75,766.61,4.75,9.35,7.77,4.59,4.50,311.83,1.00,12.58,325.40,5.58,0.95,4.63,20.80,297.23,12.00,309.23,11.61,10.02,6.64,9.71,662.26,393.46,123.98,97.17,556.84,654.01,777.99,80.94,2.55,83.49,603.91,2521.11,6.26,61662.02,19826.86,58.42,2026.34,229.00,12169.83,46939.17,2393.00,325.17,1226.00,2703.00,1749.83,3381.33,986.17,5799.00,77991.33
14730.21,58.32,4.96,7392.38,127.53,1625.68,2253.97,3233.84,-0.12,33.64,987.77,931.76,2030.58,61.32,74.80,55.01,12.98,239.45,17.38,18.67,166.74,171.49,40.77,161.77,374.03,816.27,5.16,10.43,8.15,4.95,4.84,286.81,0.95,11.58,299.33,5.22,1.25,3.98,14.45,277.78,11.08,288.86,11.93,9.96,6.58,9.66,366.42,249.30,121.53,92.42,508.17,600.59,722.12,62.33,2.47,64.80,564.83,1967.46,19.72,53984.54,19388.69,64.73,2030.58,220.00,12177.25,46864.25,2393.00,325.25,1233.00,2703.00,1749.75,3521.00,1016.75,5806.00,78099.00
15986.83,54.20,8.29,7788.85,111.75,1677.72,2707.41,3575.21,16.39,44.25,1040.76,979.37,2034.83,67.19,81.32,53.66,13.80,271.44,17.87,20.77,154.93,178.79,41.47,169.90,390.16,855.18,5.55,12.61,8.71,5.00,4.79,309.03,0.98,12.15,322.16,5.97,0.96,5.01,26.16,289.40,11.61,301.01,12.40,10.22,6.75,9.92,193.22,168.85,125.15,93.41,499.53,592.94,718.09,54.95,2.55,57.50,614.81,1752.47,18.74,58001.15,21327.50,71.09,2034.83,211.00,12184.67,46789.33,2393.00,325.33,1240.00,2703.00,1749.67,3660.67,1047.33,5813.00,78206.67
17518.19,119.61,2.96,9217.10,111.30,1483.96,2861.12,3553.47,85.54,77.65,1009.72,938.41,2039.07,70.20,86.30,57.47,15.84,261.27,17.42,22.02,131.17,179.13,40.44,172.55,392.12,824.00,5.74,15.02,9.07,4.90,4.56,343.29,1.03,12.51,356.82,6.29,0.78,5.51,30.17,320.20,11.97,332.17,12.54,10.65,7.25,10.45,127.66,136.05,120.93,95.70,468.19,563.89,684.82,54.77,2.47,57.24,737.15,1742.92,47.62,67821.54,21981.28,104.36,2039.07,202.00,12192.08,46714.42,2393.00,325.42,1247.00,2703.00,1749.58,3800.33,1077.92,5820.00,78314.33
20221.01,118.03,4.13,11679.54,116.41,1485.85,3192.67,3422.25,118.10,80.54,1072.84,999.08,2043.31,74.56,91.26,52.47,15.78,260.04,18.15,22.30,105.84,190.45,41.96,170.61,403.03,809.36,5.51,16.30,9.04,4.47,4.34,380.11,1.24,13.50,394.85,6.86,0.98,5.87,28.99,358.70,13.03,371.73,12.65,10.70,7.45,10.69,111.51,135.06,127.43,104.53,473.39,577.92,705.35,60.74,2.55,63.29,911.12,1926.33,47.52,86114.58,25635.02,105.11,2043.31,193.00,12199.50,46639.50,2393.00,325.50,1254.00,2703.00,1749.50,3940.00,1108.50,5827.00,78422.00
19948.22,111.26,4.15,11937.40,115.44,1688.18,2628.51,3433.48,-52.61,78.13,1062.55,993.21,2047.56,75.43,92.42,47.73,15.66,206.40,18.01,23.25,91.92,188.04,42.20,170.07,400.31,739.90,5.24,16.43,9.04,4.31,4.03,370.94,1.15,13.20,385.29,6.99,0.85,6.14,25.17,353.58,12.68,366.26,12.53,10.69,7.37,10.58,107.73,137.02,127.16,103.61,487.99,591.60,718.76,60.79,2.55,63.34,900.53,1927.38,45.65,87267.45,25147.42,99.02,2047.56,184.00,12206.92,46564.58,2393.00,325.58,1261.00,2703.00,1749.42,4079.67,1139.08,5834.00,78529.67
18906.17,100.77,4.23,11891.26,137.66,1634.28,1766.08,3222.71,66.13,79.16,1034.48,964.11,2051.80,75.04,89.90,42.68,15.66,161.83,17.62,22.05,111.38,176.63,39.91,169.99,386.54,699.41,5.21,15.69,8.80,4.36,4.22,327.64,1.07,12.23,340.94,5.66,0.73,4.93,10.63,323.48,11.76,335.24,12.51,10.53,7.22,10.43,117.80,141.93,122.74,95.66,479.38,575.04,697.77,55.52,2.47,57.99,751.48,1766.97,39.57,87096.19,24297.24,95.38,2051.80,175.00,12214.33,46489.67,2393.00,325.67,1268.00,2703.00,1749.33,4219.33,1169.67,5841.00,78637.33
