Month,AllFuelsGen,CoalGen,PetroleumGen,NatGasGen,OtherGasGen,NuclearGen,HydroGen,RenewablesGen,HydroStorageGen,OtherGen,GeothermalGen,IndepGen,GDP,AvgTemp,AvgMaxTemp,AvgRelHum,Price,HydroCons,GeoCons,SolarCons,WindCons,WoodCons,WasteCons,BiofuelsCons,BiomassCons,RenCons,NatGasPrice,ResNatGasPrice,CommNatGasPrice,IndNatGasPrice,ElecPowerNatGasPrice,ElecPowerElecNetGen,CommElecNetGen,IndElecNetGen,TotElecNetGen,ElecImports,ElecExports,ElecNetImports,TDLosses,RetailElecSales,DirectElecUse,EndElecUse,ResPrice,CommPrice,IndPrice,AvgRetailPrice,ResNatGasCons,CommNatGasCons,IndLPNatGasCons,OtherIndNatGasCons,OtherNonCHPIndNatGasCons,TotIndOtherNatGasCons,TotIndNatGasCons,PDTransNatGasCons,FuelTransNatGasCons,TotTransNatGasCons,ElecPowerNatGasCons,TotNatGasCons,ElecCoalCons,ElecNatGasCons,TotRetailElecSales,TotCoalCons,CA_GDP,CoalCap,LargeHydroCap,NatGasCap,NuclearCap,OilCap,BiomassCap,GeothermalCap,SmallHydroCap,SolarPVCap,SolarThermalCap,WindCap,TotalElecCap
2005-01-01,14708.33,158.59,21.13,7131.8,182.47,3075.12,2308.1,1795.28,-187.18,28.7,1114.26,1024.77,1839.25,54.75,61.77,65.69,10.85,242.7,15.39,2.92,11.32,185.55,34.05,46.01,265.62,537.94,7.05,10.9,10.02,7.06,6.72,329.9,0.74,12.49,343.12,3.17,1.7,1.48,22.57,309.08,12.95,322.03,8.52,7.99,5.23,7.47,892.35,466.73,96.26,92.37,558.62,650.99,747.25,68.89,1.94,70.83,384.71,2561.86,58.79,53151.52,20470.91,128.7,1839.25,429.0,11951.0,38569.0,4456.0,542.0,1080.0,2623.0,1743.0,2.0,378.0,2089.0,64088.0
2005-02-01,13294.17,164.14,8.11,6231.4,170.81,2391.03,2568.14,1545.74,2.81,31.16,939.58,858.79,1845.71,53.61,61.43,74.66,11.21,216.05,13.22,3.18,9.66,175.76,30.13,41.15,247.04,489.16,7.09,10.87,9.83,7.15,6.42,286.57,0.66,11.28,298.5,3.0,1.2,1.8,9.1,279.51,11.68,291.2,8.76,8.19,5.26,7.58,759.13,411.96,88.43,83.55,507.42,590.97,679.4,60.2,1.76,61.96,330.55,2242.99,61.97,45729.58,18295.03,127.24,1845.71,429.0,11958.58,38705.75,4456.0,536.92,1080.42,2624.5,1743.17,2.0,379.83,2107.42,64249.75
2005-03-01,15260.67,183.4,13.01,6635.72,175.47,3084.5,3045.17,1927.11,-38.77,34.8,1061.17,973.96,1852.18,56.41,66.32,69.33,10.44,229.34,14.91,4.59,15.61,180.58,33.95,44.97,259.5,523.94,7.24,10.84,9.91,7.12,6.84,304.62,0.7,12.13,317.46,3.45,1.06,2.39,20.49,286.79,12.57,299.36,8.87,8.15,5.3,7.59,678.02,377.03,98.75,90.5,514.37,604.87,703.61,58.87,1.94,60.81,386.31,2205.79,67.72,48227.6,20709.51,143.98,1852.18,429.0,11966.17,38842.5,4456.0,531.83,1080.83,2626.0,1743.33,2.0,381.67,2125.83,64411.5
2005-04-01,15411.81,156.45,23.2,6091.44,165.91,3144.24,3500.97,1981.35,146.64,36.86,1052.65,980.66,1858.64,59.46,71.83,55.26,10.91,230.56,14.65,5.22,16.97,171.58,32.21,42.54,246.32,513.72,7.79,11.88,10.25,7.71,7.27,277.4,0.65,11.51,289.56,3.03,1.19,1.84,15.33,264.17,11.91,276.07,9.22,8.25,5.31,7.65,384.16,242.66,94.13,87.2,478.93,566.13,660.26,45.56,1.88,47.44,390.36,1724.88,56.49,44380.14,18656.35,128.82,1858.64,429.0,11973.75,38979.25,4456.0,526.75,1081.25,2627.5,1743.5,2.0,383.5,2144.25,64573.25
2005-05-01,17041.82,171.76,27.11,6187.34,215.0,3113.31,4841.95,2229.37,44.8,32.73,1124.56,1038.42,1865.1,65.05,78.39,65.88,11.19,272.76,15.51,5.93,17.46,176.62,34.69,45.38,256.69,568.35,7.51,12.74,10.35,7.19,6.83,302.52,0.69,11.85,315.06,3.28,1.76,1.52,30.81,273.5,12.28,285.78,9.56,8.41,5.42,7.84,247.53,173.75,95.83,88.52,452.2,540.72,636.56,39.86,1.94,41.81,422.98,1522.61,63.53,47208.78,19412.2,139.58,1865.1,429.0,11981.33,39116.0,4456.0,521.67,1081.67,2629.0,1743.67,2.0,385.33,2162.67,64735.0
2005-06-01,17707.5,189.39,9.63,6706.19,224.86,3173.79,4767.09,2287.77,108.53,39.33,1109.53,1026.46,1871.56,65.23,79.23,69.78,12.5,267.8,15.26,6.05,17.97,173.22,34.17,47.73,255.11,562.19,7.3,13.79,10.22,6.91,7.08,350.25,0.76,12.66,363.67,3.59,2.0,1.59,32.74,319.38,13.14,332.52,9.79,8.89,5.86,8.38,152.02,135.46,93.86,99.62,416.9,516.52,610.38,40.24,1.88,42.12,594.14,1534.12,71.47,49871.46,21866.98,148.18,1871.56,429.0,11988.92,39252.75,4456.0,516.58,1082.08,2630.5,1743.83,2.0,387.17,2181.08,64896.75
2005-07-01,21940.26,200.35,52.5,11149.91,223.3,3294.09,4473.21,2215.48,94.64,41.98,1120.73,1035.49,1878.02,76.83,92.58,57.38,13.16,259.54,15.6,6.15,14.21,182.7,35.3,49.03,267.03,562.52,7.68,14.86,10.58,7.4,7.57,387.63,0.82,13.82,402.27,4.38,1.58,2.8,35.22,355.51,14.34,369.85,9.77,9.0,6.14,8.6,122.28,124.65,94.52,110.26,411.48,521.73,616.25,44.49,1.94,46.43,777.0,1686.61,72.95,87501.44,22741.96,149.2,1878.02,429.0,11996.5,39389.5,4456.0,511.5,1082.5,2632.0,1744.0,2.0,389.0,2199.5,65058.5
2005-08-01,21248.72,180.32,65.82,11415.82,230.68,3296.37,3644.57,2087.3,76.68,40.2,1110.36,1033.01,1884.48,75.51,92.52,58.9,12.7,215.64,15.41,6.12,11.38,182.8,34.72,51.22,268.73,517.28,8.2,15.51,11.01,7.98,8.67,390.26,0.82,13.86,404.94,4.99,1.47,3.52,31.54,362.54,14.38,376.92,9.93,9.1,6.2,8.71,112.6,123.9,94.49,110.17,415.97,526.15,620.64,44.72,1.94,46.66,791.29,1695.1,67.85,88209.13,26405.95,140.29,1884.48,429.0,12004.08,39526.25,4456.0,506.42,1082.92,2633.5,1744.17,2.0,390.83,2217.92,65220.25
2005-09-01,16956.42,178.14,12.06,8432.58,190.26,3062.68,2803.1,2024.58,12.91,30.3,1082.22,1014.96,1985.61,69.82,84.4,57.66,12.29,173.62,15.0,5.5,14.68,174.5,33.53,47.8,255.84,464.65,10.26,16.56,12.59,10.18,10.99,337.68,0.72,11.82,350.22,3.71,1.86,1.85,8.87,330.92,12.27,343.2,9.94,9.18,6.17,8.68,118.26,126.73,83.25,86.79,390.62,477.41,560.67,37.42,1.88,39.3,577.54,1422.5,64.82,62255.37,23475.1,136.89,1885.61,429.0,12011.67,39663.0,4456.0,501.33,1083.33,2635.0,1744.33,2.0,392.67,2236.33,65382.0
2005-10-01,15451.15,175.92,5.42,7475.1,170.6,3014.97,2462.83,1947.21,-11.7,31.19,1111.71,1040.6,1897.41,65.31,76.39,61.32,11.27,180.05,15.34,4.84,14.46,178.57,32.29,51.54,262.39,477.07,12.16,16.44,14.29,12.06,11.84,305.2,0.64,10.55,316.4,3.65,1.78,1.87,9.68,297.63,10.96,308.59,9.76,8.91,6.03,8.37,202.17,162.08,88.03,74.22,427.66,501.88,589.9,37.44,1.94,39.39,434.69,1428.23,63.07,54948.46,20920.68,138.1,1897.41,429.0,12019.25,39799.75,4456.0,496.25,1083.75,2636.5,1744.5,2.0,394.5,2254.75,65543.75
2005-11-01,14453.9,180.35,6.67,7605.66,152.4,2384.4,2172.84,1781.67,-45.11,36.87,1080.05,1011.37,1903.87,63.71,73.23,46.29,11.14,193.51,14.97,3.79,16.1,173.21,33.54,51.83,258.58,486.94,11.57,15.64,14.76,12.11,9.87,294.69,0.63,10.8,306.12,3.77,1.72,2.06,22.4,274.59,11.18,285.77,9.76,8.79,5.83,8.21,387.03,240.13,89.74,75.2,452.11,527.3,617.04,43.97,1.88,45.85,373.35,1663.4,65.43,56349.67,19907.61,139.7,1903.87,429.0,12026.83,39936.5,4456.0,491.17,1084.17,2638.0,1744.67,2.0,396.33,2273.17,65705.5
2005-12-01,16818.06,196.55,12.03,8290.9,177.82,3120.42,3043.89,1831.38,-84.45,35.37,1115.83,1042.89,1910.33,57.04,65.32,57.55,11.15,221.39,15.44,3.5,18.28,181.61,34.65,54.82,271.09,529.69,10.77,14.6,14.01,11.17,11.26,335.47,0.67,11.96,348.1,3.93,1.85,2.08,30.47,307.34,12.36,319.71,9.27,8.79,5.94,8.21,771.24,413.84,94.24,85.22,491.28,576.5,670.74,62.37,1.94,64.31,406.23,2326.36,72.39,59751.95,21387.22,155.86,1910.33,429.0,12034.42,40073.25,4456.0,486.08,1084.58,2639.5,1744.83,2.0,398.17,2291.58,65867.25
2006-01-01,16363.84,194.08,5.43,6896.18,169.54,2539.4,4488.04,1878.67,-35.07,32.6,1077.77,1003.17,1915.76,54.91,62.84,55.83,11.25,272.14,15.31,3.14,23.63,187.67,34.79,52.76,275.22,589.45,10.8,14.92,14.16,10.85,9.15,315.25,0.68,12.72,328.66,3.88,2.44,1.44,12.66,304.87,12.57,317.44,9.55,8.87,5.78,8.31,713.7,396.99,95.51,91.07,488.79,579.86,675.36,58.83,2.02,60.85,318.36,2165.27,71.31,50147.54,20936.26,152.82,1915.76,429.0,12042.0,40210.0,4456.0,481.0,1085.0,2641.0,1745.0,2.0,400.0,2310.0,66029.0
2006-02-01,14844.04,177.41,10.0,6572.72,172.69,2247.57,3790.67,1670.4,3.34,35.54,972.35,894.23,1921.19,58.79,69.43,45.77,11.72,245.61,13.83,3.44,19.06,164.91,31.18,48.96,245.04,526.99,9.34,13.98,12.95,9.38,8.0,295.33,0.64,11.36,307.33,3.42,1.84,1.58,16.61,281.05,11.26,292.3,9.8,9.14,5.98,8.49,702.28,390.07,86.53,82.89,476.16,559.05,645.58,58.49,1.82,60.31,346.14,2144.38,65.32,47807.59,19005.52,135.4,1921.19,429.0,12021.25,40267.33,4456.0,486.75,1085.67,2636.42,1745.17,2.0,400.0,2315.25,66072.75
2006-03-01,17102.0,150.52,4.58,7289.17,175.9,2399.51,4821.09,2004.88,34.21,39.81,1106.51,1023.41,1926.61,49.63,60.68,81.39,11.69,244.25,15.63,4.8,23.4,175.5,32.74,55.37,263.61,551.69,8.81,13.17,12.07,8.24,7.36,306.04,0.64,12.05,318.73,3.7,2.05,1.66,18.51,289.97,11.9,301.87,9.87,9.06,5.88,8.44,625.93,352.87,96.53,90.68,493.7,584.38,680.91,57.68,2.02,59.69,406.97,2126.37,53.93,53576.17,21352.85,131.37,1926.61,429.0,12000.5,40324.67,4456.0,492.5,1086.33,2631.83,1745.33,2.0,400.0,2320.5,66116.5
2006-04-01,15032.34,159.93,11.08,5870.45,157.43,1364.29,5382.25,1870.38,-2.59,37.88,986.24,916.3,1932.04,55.3,66.97,81.93,12.04,283.24,14.22,5.44,24.52,166.54,30.86,54.87,252.27,579.69,8.29,13.27,11.57,7.93,7.32,285.79,0.63,11.45,297.86,3.41,2.0,1.4,19.73,268.21,11.32,279.53,10.32,9.17,5.93,8.56,355.5,225.69,92.56,84.31,449.83,534.14,626.7,45.15,1.95,47.1,426.03,1681.01,57.71,44828.74,18203.53,124.39,1932.04,429.0,11979.75,40382.0,4456.0,498.25,1087.0,2627.25,1745.5,2.0,400.0,2325.75,66160.25
2006-05-01,18167.48,140.72,38.19,7394.18,187.9,2318.38,5827.19,2020.98,52.33,35.12,958.57,886.32,1937.47,64.51,79.32,77.63,12.31,305.69,13.98,6.14,24.39,171.13,33.73,62.99,267.85,618.05,7.99,14.41,11.61,7.63,6.89,317.52,0.71,12.38,330.62,3.72,2.27,1.45,32.59,287.2,12.28,299.48,10.61,9.22,6.0,8.71,203.51,160.32,95.28,92.44,427.66,520.1,615.38,40.67,2.02,42.68,504.41,1526.3,47.54,55269.93,20582.28,120.6,1937.47,429.0,11959.0,40439.33,4456.0,504.0,1087.67,2622.67,1745.67,2.0,400.0,2331.0,66204.0
2006-06-01,20495.41,198.87,27.0,8930.72,164.54,3249.5,5278.66,2202.79,226.18,36.63,1057.0,972.43,1942.89,74.92,90.6,58.31,13.9,295.16,14.91,6.18,20.35,170.35,32.3,69.0,271.64,608.25,7.39,15.07,11.09,6.92,6.69,351.36,0.72,12.18,364.26,3.78,2.36,1.42,31.74,321.84,12.1,333.94,10.85,9.88,6.41,9.3,141.16,134.27,94.36,93.68,414.42,508.1,602.45,41.39,1.95,43.34,629.66,1550.88,73.33,68419.18,23237.3,149.47,1942.89,429.0,11938.25,40496.67,4456.0,509.75,1088.33,2618.08,1745.83,2.0,400.0,2336.25,66247.75
2006-07-01,24663.87,197.85,37.84,13706.33,178.09,3350.34,4647.86,2226.79,77.94,40.59,1114.35,1028.4,1948.32,82.26,97.0,44.08,15.17,252.33,15.63,6.37,19.39,180.24,34.12,65.85,280.2,573.93,7.4,15.72,10.98,6.78,6.69,396.26,0.78,13.38,410.42,4.71,1.65,3.07,37.82,362.39,13.28,375.67,10.96,9.97,6.61,9.55,115.59,121.91,96.24,103.06,409.13,512.19,608.43,47.26,2.02,49.27,863.53,1758.73,70.9,108594.58,25206.3,151.48,1948.32,429.0,11917.5,40554.0,4456.0,515.5,1089.0,2613.5,1746.0,2.0,400.0,2341.5,66291.5
2006-08-01,21372.67,212.69,50.3,11212.65,163.63,3354.8,3855.32,2236.4,53.01,40.7,1141.19,1055.38,1953.75,74.38,92.58,56.54,13.96,215.52,15.9,6.53,16.42,179.4,33.79,69.55,282.74,537.11,8.1,16.18,11.2,7.36,7.56,393.59,0.78,13.39,407.76,4.67,1.6,3.08,28.91,368.63,13.3,381.93,10.94,10.04,6.65,9.58,108.44,126.4,96.82,103.87,426.92,530.78,627.6,47.04,2.02,49.05,840.2,1751.68,77.85,83899.9,27517.48,155.61,1953.75,429.0,11896.75,40611.33,4456.0,521.25,1089.67,2608.92,1746.17,2.0,400.0,2346.75,66335.25
2006-09-01,18971.19,205.57,34.96,10305.03,189.08,3249.29,2790.31,2025.32,-47.04,40.12,1083.86,1000.16,1959.17,74.36,90.0,43.98,13.85,170.62,15.11,5.74,18.64,173.12,32.32,68.46,273.9,484.01,7.68,15.71,11.16,7.21,6.27,319.18,0.68,12.19,332.06,2.18,2.18,0.0,2.7,317.28,12.08,329.36,10.94,9.89,6.37,9.32,124.92,133.02,94.66,91.31,429.04,520.35,615.01,38.84,1.95,40.8,548.32,1462.07,73.23,76357.87,23681.32,151.26,1959.17,429.0,11876.0,40668.67,4456.0,527.0,1090.33,2604.33,1746.33,2.0,400.0,2352.0,66379.0
2006-10-01,17339.21,187.19,22.45,9546.96,175.92,2923.76,2324.31,2021.2,-50.85,41.37,1125.03,1039.5,1964.6,64.58,77.9,55.43,12.16,169.17,15.77,5.06,24.22,177.45,32.93,72.08,282.46,496.68,6.42,12.51,10.05,5.62,5.76,308.22,0.7,12.65,321.57,2.66,2.31,0.35,18.21,291.19,12.52,303.71,10.58,9.51,6.16,8.89,240.45,187.62,98.38,97.06,447.25,544.31,642.69,43.92,2.02,45.94,527.53,1644.23,66.37,68011.68,21866.51,143.22,1964.6,429.0,11855.25,40726.0,4456.0,532.75,1091.0,2599.75,1746.5,2.0,400.0,2357.25,66422.75
2004-05-01,15718.95,213.22,19.87,8655.02,157.98,2382.49,2344.89,1853.48,-97.18,40.73,1061.73,978.52,1970.03,64.66,75.97,41.37,12.38,201.08,14.99,4.04,25.2,172.74,33.56,70.95,277.25,522.56,8.47,12.45,11.05,7.74,7.48,296.57,0.68,11.91,309.16,2.91,2.15,0.76,20.93,277.18,11.81,288.99,10.18,9.24,6.04,8.63,413.41,256.21,95.56,88.82,465.38,554.21,649.77,47.45,1.95,49.4,396.59,1765.38,77.57,62108.83,20058.99,150.13,1970.03,429.0,11834.5,40783.33,4456.0,538.5,1091.67,2595.17,1746.67,2.0,400.0,2362.5,66466.5
2006-12-01,16727.69,197.29,10.44,9311.7,129.74,2579.29,2496.8,1904.11,-118.15,42.98,1136.84,1051.9,1975.45,56.77,66.29,39.56,12.14,214.21,15.91,3.72,24.52,180.28,34.26,75.42,289.96,548.32,8.66,12.53,11.61,8.23,7.57,322.96,0.71,12.62,336.28,3.65,1.44,2.21,25.87,300.12,12.5,312.62,9.84,9.08,6.0,8.55,623.6,346.67,99.57,95.4,483.67,579.07,678.64,57.5,2.02,59.52,414.37,2122.78,70.57,66824.67,21310.18,145.13,1975.45,429.0,11813.75,40840.67,4456.0,544.25,1092.33,2590.58,1746.83,2.0,400.0,2367.75,66510.25
2007-01-01,16424.34,215.84,13.82,8392.08,124.86,3336.83,1988.48,2136.46,12.82,25.5,1139.47,1055.01,1977.45,53.03,62.19,38.68,12.42,257.43,16.3,3.34,24.24,182.46,36.76,76.47,295.69,596.99,7.88,12.17,11.18,7.36,7.08,339.97,0.67,12.89,353.53,3.48,1.58,1.9,29.07,315.1,11.26,326.36,10.06,9.12,6.13,8.71,803.08,431.71,100.34,96.04,525.87,621.91,722.26,67.44,2.09,69.53,448.15,2474.73,78.04,60251.46,22130.08,152.79,1977.45,429.0,11793.0,40898.0,4456.0,550.0,1093.0,2586.0,1747.0,2.0,400.0,2373.0,66554.0
2007-02-01,14729.93,194.8,6.08,7629.38,129.64,3044.77,1720.68,1741.36,80.17,33.85,989.65,911.57,1979.44,55.32,66.11,60.17,11.98,183.51,14.25,3.66,24.91,162.89,32.67,69.09,264.65,490.97,8.57,12.13,11.22,8.25,8.18,311.81,0.64,10.78,323.23,4.19,1.36,2.84,15.26,301.33,9.48,310.81,9.89,9.34,6.16,8.74,899.46,477.25,91.9,79.13,520.56,599.69,691.59,70.27,1.89,72.16,425.49,2565.95,68.71,54178.97,19167.56,143.23,1979.44,427.0,11816.42,40920.58,4456.0,550.0,1092.08,2587.0,1747.17,2.42,400.0,2380.42,66606.0
2007-03-01,15311.88,144.79,14.05,7062.83,186.11,3372.36,2295.72,1990.78,53.88,36.13,1055.88,982.58,1981.43,61.27,73.77,48.48,11.89,238.83,15.39,5.26,30.12,174.64,36.85,75.95,287.44,577.03,8.79,12.81,11.79,8.42,7.64,308.33,0.66,11.48,320.47,3.89,2.09,1.8,20.54,291.66,10.08,301.74,10.27,9.35,6.22,8.8,616.53,354.27,103.42,81.2,497.27,578.47,681.89,57.53,2.09,59.62,416.02,2128.33,48.41,50727.02,20314.46,130.9,1981.43,425.0,11839.83,40943.17,4456.0,550.0,1091.17,2588.0,1747.33,2.83,400.0,2387.83,66658.0
2007-04-01,15310.07,190.14,59.0,7052.15,181.9,3180.54,2250.79,2104.47,90.22,34.49,1028.23,948.66,1983.42,59.29,73.43,64.57,11.74,236.14,14.82,5.8,31.35,173.47,32.34,71.83,277.64,565.75,8.2,13.31,11.5,8.14,7.77,291.25,0.64,11.24,303.13,4.0,1.17,2.83,20.76,275.34,9.86,285.2,10.63,9.38,6.19,8.82,407.71,259.85,98.78,80.14,459.54,539.68,638.46,48.6,2.03,50.62,453.14,1809.78,67.41,51574.61,19585.63,140.75,1983.42,423.0,11863.25,40965.75,4456.0,550.0,1090.25,2589.0,1747.5,3.25,400.0,2395.25,66710.0
2007-05-01,16148.65,169.99,53.51,7822.77,195.59,2456.21,2987.18,2242.15,28.27,33.36,1041.45,956.22,1985.41,63.1,78.74,63.5,12.24,257.45,14.9,6.64,29.18,173.55,33.83,77.98,285.36,593.54,8.41,14.69,11.51,8.11,7.96,317.83,0.68,11.7,330.2,4.64,1.16,3.48,30.61,292.8,10.27,303.07,10.77,9.51,6.27,8.96,215.72,168.35,104.6,83.78,437.39,521.17,625.77,41.34,2.09,43.44,507.09,1560.37,60.45,56950.48,21178.61,135.03,1985.41,421.0,11886.67,40988.33,4456.0,550.0,1089.33,2590.0,1747.67,3.67,400.0,2402.67,66762.0
2007-06-01,18121.43,204.84,36.93,9335.7,193.84,2920.66,2741.47,2382.94,80.77,38.13,1103.93,1022.98,1966.78,70.56,87.57,56.01,13.66,225.52,15.62,6.7,25.9,170.16,33.4,80.62,284.18,557.92,8.45,16.28,11.81,7.92,7.8,350.34,0.71,11.71,362.76,4.49,1.31,3.19,32.63,323.01,10.31,333.31,11.09,9.95,6.59,9.45,137.17,134.77,101.19,84.7,426.12,510.82,612.02,41.31,2.03,43.34,628.47,1555.76,75.18,70464.59,22041.12,153.54,1966.78,419.0,11910.08,41010.92,4456.0,550.0,1088.42,2591.0,1747.83,4.08,400.0,2410.08,66814.0
2007-07-01,22218.72,200.92,29.4,12445.64,163.65,3333.08,3385.22,2357.94,70.3,42.49,1113.48,1029.93,1989.39,76.39,93.26,54.19,14.08,222.17,15.85,7.0,21.33,178.13,34.4,82.56,295.09,561.45,8.02,16.71,11.63,7.51,7.03,379.91,0.76,12.55,393.23,5.51,1.74,3.77,33.3,352.64,11.05,363.69,11.07,10.14,6.71,9.64,117.62,122.41,103.43,90.38,420.14,510.52,613.94,44.23,2.09,46.33,760.52,1660.81,73.32,97041.28,25005.52,154.93,1989.39,417.0,11933.5,41033.5,4456.0,550.0,1087.5,2592.0,1748.0,4.5,400.0,2417.5,66866.0
2007-08-01,22755.18,211.58,36.9,13821.27,134.7,3108.99,2865.34,2264.21,81.95,40.03,1113.1,1028.57,1991.38,77.74,94.68,48.57,13.99,197.09,15.89,6.83,26.68,174.79,34.38,86.58,295.75,542.24,7.6,16.71,11.19,6.72,6.83,407.87,0.77,13.16,421.8,5.4,1.91,3.49,40.36,373.37,11.56,384.93,11.07,10.07,6.84,9.68,112.02,127.08,104.01,100.53,430.6,531.13,635.14,50.91,2.09,53.01,969.43,1896.67,78.48,108310.6,25919.91,159.36,1991.38,415.0,11956.92,41056.08,4456.0,550.0,1086.58,2593.0,1748.17,4.92,400.0,2424.92,66918.0
2007-09-01,19003.49,204.67,4.32,10934.33,162.95,3248.12,2138.81,2095.98,-0.83,35.86,1087.66,1006.07,1993.37,71.09,85.6,52.43,13.85,145.72,15.41,6.23,28.34,169.55,33.14,83.95,286.64,482.33,7.0,16.03,10.92,6.28,6.33,342.71,0.68,12.0,355.39,3.84,2.46,1.38,8.73,337.53,10.53,348.05,10.96,9.9,6.52,9.43,116.44,127.32,101.7,89.44,428.13,517.56,619.26,42.29,2.03,44.31,683.33,1590.66,74.97,81333.03,24974.68,151.68,1993.37,413.0,11980.33,41078.67,4456.0,550.0,1085.67,2594.0,1748.33,5.33,400.0,2432.33,66970.0
2007-10-01,17136.28,182.47,9.47,10343.16,119.14,2552.43,1784.06,1963.76,-11.31,36.98,1123.29,1041.3,1995.36,65.12,76.91,50.01,12.61,146.25,15.99,5.55,33.37,174.97,34.95,92.47,302.39,503.55,7.43,14.57,10.93,7.06,7.0,319.83,0.71,12.08,332.62,3.57,1.56,2.01,16.23,307.78,10.61,318.4,10.82,9.77,6.46,9.17,174.27,157.69,105.26,89.38,451.58,540.96,646.22,43.24,2.09,45.33,604.09,1627.6,68.09,77872.61,22667.37,129.27,1995.36,411.0,12003.75,41101.25,4456.0,550.0,1084.75,2595.0,1748.5,5.75,400.0,2439.75,67022.0
2007-11-01,16580.36,178.27,4.58,9869.98,114.41,2832.97,1716.47,1744.4,-84.91,28.29,1075.15,995.3,1997.35,62.48,73.43,44.77,12.29,155.0,15.35,4.39,30.59,172.53,34.83,88.65,296.01,501.34,8.14,13.04,11.23,7.87,7.28,301.91,0.67,11.53,314.1,4.32,1.79,2.53,20.21,286.3,10.12,296.42,10.7,9.5,6.28,8.94,405.48,257.25,103.98,85.29,482.93,568.22,672.2,49.14,2.03,51.17,448.18,1834.27,66.6,72471.11,20225.22,141.76,1997.35,409.0,12027.17,41123.83,4456.0,550.0,1083.83,2596.0,1748.67,6.17,400.0,2447.17,67074.0
2007-12-01,17107.23,199.99,9.82,10991.17,111.32,2405.54,1453.53,1820.79,-91.55,36.33,1119.42,1037.38,1999.34,52.31,60.1,47.16,11.97,181.29,16.0,4.0,34.5,181.63,35.7,96.67,314.0,549.78,8.27,12.34,11.24,8.18,7.93,333.59,0.69,12.02,346.29,4.07,2.05,2.03,30.07,307.7,10.55,318.25,10.33,9.42,6.26,8.91,716.87,394.95,107.8,90.42,524.15,614.57,722.37,65.07,2.09,67.17,497.51,2398.86,77.01,79242.34,21024.75,159.17,1999.34,407.0,12050.58,41146.42,4456.0,550.0,1082.92,2597.0,1748.83,6.58,400.0,2454.58,67126.0
2008-01-01,17533.51,206.72,6.41,10791.61,143.31,2777.05,1552.92,1869.28,-9.32,52.61,1127.0,1045.96,1998.83,51.95,59.42,56.52,11.55,204.76,15.83,3.7,42.11,195.34,36.11,95.75,327.19,593.58,8.37,12.24,11.2,8.29,8.52,349.84,0.71,12.45,363.0,5.01,1.76,3.25,28.04,326.22,12.0,338.21,10.14,9.39,6.33,8.92,883.64,477.15,102.0,86.8,573.03,659.83,761.82,77.31,2.2,79.51,531.46,2733.59,82.73,77674.78,22619.92,164.1,1998.83,405.0,12074.0,41169.0,4456.0,550.0,1082.0,2598.0,1749.0,7.0,400.0,2462.0,67178.0
2008-02-01,14908.0,151.19,9.4,9042.43,109.51,2349.68,1228.97,1760.44,72.35,53.16,1019.03,943.48,1998.32,54.1,62.97,56.52,11.55,185.15,14.37,4.17,37.96,169.28,35.31,95.4,299.99,541.63,8.91,12.58,11.49,8.96,8.87,313.29,0.64,11.18,325.11,4.59,1.53,3.05,12.3,305.1,10.77,315.86,10.16,9.46,6.34,8.9,818.27,458.83,96.26,77.82,539.92,617.74,713.99,70.7,2.06,72.76,438.87,2502.72,59.32,64174.16,19970.29,135.08,1998.32,405.42,12074.0,41353.83,4456.0,548.08,1083.08,2602.17,1749.58,7.67,400.67,2484.17,67390.75
2008-03-01,15010.29,148.79,24.21,8486.06,136.04,2518.84,1438.59,2071.63,-0.84,56.21,1074.21,1004.29,1997.82,59.3,69.71,41.74,11.46,213.53,16.24,5.99,47.12,175.23,38.09,100.61,313.92,596.8,9.49,13.13,12.03,9.61,9.53,312.41,0.62,11.6,324.63,4.8,2.65,2.15,21.01,294.63,11.14,305.76,10.45,9.62,6.46,9.03,656.26,380.47,104.23,80.44,529.49,609.93,714.16,63.85,2.2,66.05,460.76,2277.7,60.86,60476.51,19927.15,139.44,1997.82,405.83,12074.0,41538.67,4456.0,546.17,1084.17,2606.33,1750.17,8.33,401.33,2506.33,67603.5
2008-04-01,17536.3,187.14,16.91,9647.29,180.3,2435.9,2719.99,2092.48,58.1,55.51,1036.13,959.72,1997.31,62.23,77.03,48.15,11.23,219.09,15.79,6.72,51.49,171.49,36.15,105.61,313.25,606.34,9.84,14.49,12.63,10.03,10.19,294.2,0.61,11.05,305.87,4.06,1.33,2.73,20.01,277.96,10.63,288.59,10.93,9.79,6.64,9.22,388.46,255.17,100.54,74.85,482.51,557.36,657.9,50.62,2.13,52.75,469.61,1823.89,77.15,69855.3,20365.69,141.95,1997.31,406.25,12074.0,41723.5,4456.0,544.25,1085.25,2610.5,1750.75,9.0,402.0,2528.5,67816.25
