Month,AllFuelsGen,CoalGen,PetroleumGen,NatGasGen,OtherGasGen,NuclearGen,HydroGen,RenewablesGen,HydroStorageGen,OtherGen,GeothermalGen,IndepGen,GDP,AvgTemp,AvgMaxTemp,AvgRelHum,Price,HydroCons,GeoCons,SolarCons,WindCons,WoodCons,WasteCons,BiofuelsCons,BiomassCons,RenCons,NatGasPrice,ResNatGasPrice,CommNatGasPrice,IndNatGasPrice,ElecPowerNatGasPrice,ElecPowerElecNetGen,CommElecNetGen,IndElecNetGen,TotElecNetGen,ElecImports,ElecExports,ElecNetImports,TDLosses,RetailElecSales,DirectElecUse,EndElecUse,ResPrice,CommPrice,IndPrice,AvgRetailPrice,ResNatGasCons,CommNatGasCons,IndLPNatGasCons,OtherIndNatGasCons,OtherNonCHPIndNatGasCons,TotIndOtherNatGasCons,TotIndNatGasCons,PDTransNatGasCons,FuelTransNatGasCons,TotTransNatGasCons,ElecPowerNatGasCons,TotNatGasCons,ElecCoalCons,ElecNatGasCons,TotRetailElecSales,TotCoalCons,CA_GDP,CoalCap,LargeHydroCap,NatGasCap,NuclearCap,OilCap,BiomassCap,GeothermalCap,SmallHydroCap,SolarPVCap,SolarThermalCap,WindCap,TotalElecCap
2008-05-01,16444.82,145.5,7.94,7643.55,153.92,2851.49,3231.44,2252.97,2.21,46.93,1069.53,990.54,1996.8,63.06,77.55,56.31,12.01,268.24,16.32,7.37,52.62,172.47,35.84,111.98,320.3,664.84,11.05,16.33,13.51,11.35,10.97,313.22,0.61,11.42,325.25,5.34,3.03,2.31,28.32,288.28,10.96,299.24,11.4,10.05,6.75,9.47,230.23,179.74,103.87,78.94,463.66,542.6,646.47,43.28,2.2,45.48,475.47,1577.4,53.2,56257.01,20942.15,109.41,1996.8,406.67,12074.0,41908.33,4456.0,542.33,1086.33,2614.67,1751.33,9.67,402.67,2550.67,68029.0
2008-06-01,17108.24,200.91,5.32,8381.85,142.22,3006.24,2745.39,2331.76,117.82,51.48,1081.95,1002.41,1996.29,74.95,91.17,44.3,13.67,287.51,16.21,7.72,50.65,167.71,35.33,108.74,311.79,673.88,11.85,18.91,14.68,12.11,12.41,360.61,0.68,11.82,373.11,6.12,3.37,2.75,35.87,328.59,11.39,339.98,11.77,10.87,7.35,10.27,144.31,133.74,101.74,79.72,433.68,513.4,615.14,44.16,2.13,46.29,665.44,1604.91,77.98,62513.43,22304.47,136.76,1996.29,407.08,12074.0,42093.17,4456.0,540.42,1087.42,2618.83,1751.92,10.33,403.33,2572.83,68241.75
2008-07-01,20665.47,210.17,4.97,10942.69,133.27,3344.44,3336.3,2430.22,76.86,55.2,1102.23,1020.63,1995.78,75.05,91.71,52.7,13.62,251.82,16.51,7.87,39.5,173.96,37.33,118.89,330.18,645.88,12.48,20.77,15.64,13.06,11.71,389.32,0.73,12.86,402.9,6.02,1.71,4.31,34.41,360.43,12.38,372.81,12.07,11.1,7.72,10.65,118.42,127.75,107.04,88.0,437.61,525.61,632.64,47.09,2.2,49.29,782.04,1710.14,85.7,81127.93,26288.47,146.53,1995.78,407.5,12074.0,42278.0,4456.0,538.5,1088.5,2623.0,1752.5,11.0,404.0,2595.0,68454.5
2008-08-01,22110.65,221.54,4.8,12825.5,135.44,2892.8,3422.56,2370.29,72.12,39.89,1095.57,1014.22,1995.28,75.74,91.74,51.51,14.07,209.19,16.45,7.74,32.17,171.95,36.42,123.46,331.84,597.4,10.2,20.17,14.19,10.1,8.97,375.61,0.72,12.66,388.99,5.82,1.48,4.34,29.28,351.86,12.19,364.05,12.09,11.07,7.55,10.59,111.29,126.69,105.52,88.61,440.13,528.74,634.26,46.36,2.2,48.56,762.95,1683.74,89.48,95976.48,24807.85,154.65,1995.28,407.92,12074.0,42462.83,4456.0,536.58,1089.58,2627.17,1753.08,11.67,404.67,2617.17,68667.25
2008-09-01,18513.59,210.6,16.42,11567.07,146.21,2625.31,1712.71,2051.37,35.73,20.57,1063.79,986.04,1994.77,74.87,89.07,47.96,13.32,159.42,15.94,7.03,30.66,164.06,34.4,121.28,319.74,532.79,8.99,18.41,13.12,9.13,7.81,327.02,0.68,10.36,338.06,4.86,1.8,3.06,9.15,321.91,10.06,331.96,11.92,10.77,7.31,10.27,118.1,129.15,90.07,71.02,406.76,477.78,567.85,40.24,2.13,42.37,602.57,1460.04,87.57,85496.5,25582.49,148.75,1994.77,408.33,12074.0,42647.67,4456.0,534.67,1090.67,2631.33,1753.67,12.33,405.33,2639.33,68880.0
2008-10-01,16871.7,200.68,9.26,10792.22,137.05,2606.46,1097.85,1914.06,-44.56,39.3,1099.5,1017.18,1994.26,72.78,84.84,26.33,12.47,152.44,16.5,6.17,46.87,169.45,36.37,126.13,331.95,553.92,7.8,15.45,12.06,8.1,6.74,306.77,0.64,11.14,318.55,3.64,2.04,1.61,17.66,291.76,10.74,302.5,11.81,10.41,7.19,9.94,218.06,185.48,101.35,79.74,457.92,537.67,639.01,45.05,2.2,47.25,545.24,1635.04,85.48,79869.7,23521.79,151.35,1994.26,408.75,12074.0,42832.5,4456.0,532.75,1091.75,2635.5,1754.25,13.0,406.0,2661.5,69092.75
2008-11-01,14857.23,191.57,4.85,9384.47,141.26,2416.11,786.9,1785.78,-47.43,50.12,1047.89,971.1,1993.75,65.56,74.8,41.12,12.48,154.39,15.94,4.86,49.21,166.14,36.49,122.25,324.88,549.27,7.93,13.8,11.72,7.34,6.64,299.22,0.62,10.2,310.05,3.28,2.06,1.22,23.07,278.33,9.87,288.2,11.42,10.16,6.93,9.67,433.37,275.6,101.56,73.99,472.29,546.28,647.84,51.9,2.13,54.03,457.59,1868.44,79.22,70174.69,19377.18,143.74,1993.75,409.17,12074.0,43017.33,4456.0,530.83,1092.83,2639.67,1754.83,13.67,406.67,2683.67,69305.5
2008-12-01,16424.45,205.59,51.57,10486.98,126.33,2658.04,854.19,1853.64,-11.76,49.32,1066.17,984.49,1993.24,52.63,60.9,52.25,11.64,205.57,16.34,4.52,65.19,161.91,37.42,127.04,326.38,618.0,8.16,12.84,11.61,7.86,6.9,332.84,0.68,10.38,343.9,3.48,1.45,2.04,26.94,308.92,10.08,319.0,10.86,9.92,6.79,9.53,771.87,422.76,105.55,74.86,478.39,553.26,658.8,67.39,2.2,69.59,476.39,2399.41,88.18,76372.03,22447.75,151.3,1993.24,409.58,12074.0,43202.17,4456.0,528.92,1093.92,2643.83,1755.42,14.33,407.33,2705.83,69518.25
2009-01-01,15065.64,191.64,11.11,9450.02,149.99,2308.56,1088.02,1752.37,-75.54,60.99,1097.23,1020.44,1986.49,60.41,67.94,33.14,12.33,229.27,17.14,3.81,58.08,162.02,37.46,113.9,313.38,621.67,7.97,12.49,11.28,7.5,6.62,343.52,0.72,10.76,354.99,4.27,2.25,2.02,25.02,321.62,10.37,331.99,10.98,9.96,6.92,9.68,947.74,517.89,110.19,80.9,502.1,583.0,693.18,81.14,2.32,83.46,487.43,2729.7,79.74,67333.1,20947.6,139.51,1986.49,410.0,12074.0,43387.0,4456.0,527.0,1095.0,2648.0,1756.0,15.0,408.0,2728.0,69731.0
2009-02-01,14113.91,166.33,11.29,8696.55,139.94,1751.18,1445.55,1766.99,-26.51,50.89,993.9,920.22,1979.73,53.88,62.61,58.56,12.26,173.85,15.52,4.33,57.12,150.25,34.2,101.39,285.83,536.64,7.26,12.26,10.98,6.43,5.62,290.22,0.63,10.04,300.89,3.89,1.53,2.35,7.35,286.25,9.64,295.89,11.18,10.2,6.9,9.78,756.34,426.62,100.43,71.32,452.37,523.69,624.12,69.12,2.09,71.21,453.47,2331.77,67.61,61605.36,19092.35,132.59,1979.73,410.5,12076.58,43435.42,4466.08,523.42,1094.08,2648.0,1755.08,23.5,408.0,2765.92,69833.42
2009-03-01,15517.53,151.98,28.6,8075.88,106.47,2610.98,2288.93,2119.27,-35.47,63.25,1105.68,1027.71,1972.96,55.94,67.1,56.03,12.19,213.04,17.25,6.31,69.29,159.16,40.35,117.49,317.0,622.89,6.85,11.98,10.46,5.69,4.92,299.26,0.67,10.68,310.6,2.95,1.71,1.24,17.79,283.81,10.25,294.06,11.28,9.96,6.81,9.64,600.33,358.25,110.46,78.6,457.07,535.67,646.13,63.81,2.32,66.13,499.68,2170.51,60.24,57126.54,19875.74,123.27,1972.97,411.0,12079.17,43483.83,4476.17,519.83,1093.17,2648.0,1754.17,32.0,408.0,2803.83,69935.83
2009-04-01,15587.65,155.59,17.59,6941.2,96.94,3251.38,2713.53,2204.38,32.89,59.79,1052.63,976.07,1966.2,59.18,71.2,52.8,12.17,251.51,16.34,7.09,72.79,151.1,36.61,119.4,307.11,654.85,5.71,11.68,9.7,5.05,4.7,278.99,0.63,9.91,289.54,3.29,1.49,1.81,16.35,265.46,9.53,274.99,11.5,9.87,6.75,9.57,390.34,249.12,105.05,73.73,418.69,492.41,597.46,50.68,2.24,52.93,451.4,1741.24,65.44,50914.71,19983.83,114.7,1966.21,411.5,12081.75,43532.25,4486.25,516.25,1092.25,2648.0,1753.25,40.5,408.0,2841.75,70038.25
2009-05-01,16833.44,140.81,5.57,7052.63,136.57,3263.15,3714.07,2291.8,48.48,72.91,1072.24,992.6,1959.44,67.48,83.19,58.4,13.16,288.5,16.62,7.83,61.12,156.19,37.0,129.75,322.93,697.0,5.49,12.86,9.42,4.4,4.7,300.5,0.64,10.17,311.31,4.13,1.39,2.74,29.0,275.28,9.77,285.04,11.78,10.11,6.77,9.77,201.45,166.23,108.59,76.68,391.0,467.68,576.27,43.26,2.32,45.57,515.48,1504.99,59.06,52872.1,19871.83,112.11,1959.44,412.0,12084.33,43580.67,4496.33,512.67,1091.33,2648.0,1752.33,49.0,408.0,2879.67,70140.67
2009-06-01,16347.1,169.52,12.35,6511.19,123.99,3239.19,3358.51,2509.44,234.72,66.48,1038.38,962.16,1952.68,64.62,77.7,66.74,14.13,285.32,16.21,7.83,54.65,157.92,37.18,128.29,323.38,687.38,5.55,14.26,9.53,4.56,4.62,336.01,0.68,10.97,347.66,4.73,1.63,3.1,34.72,305.52,10.52,316.04,11.81,10.46,7.09,10.13,141.12,133.5,105.56,82.15,376.96,459.11,564.67,44.08,2.24,46.32,642.8,1528.41,65.36,47686.49,22028.05,132.26,1952.68,412.5,12086.92,43629.08,4506.42,509.08,1090.42,2648.0,1751.42,57.5,408.0,2917.58,70243.08
2009-07-01,22092.21,169.84,5.06,11916.27,166.91,3249.46,3700.58,2647.84,37.73,67.21,1089.32,1012.71,1945.92,77.2,93.97,44.89,15.0,228.24,16.81,8.34,48.36,167.22,38.6,137.62,343.44,645.19,5.7,15.27,9.74,4.68,4.47,359.84,0.73,11.97,372.54,5.5,1.42,4.08,27.27,337.88,11.48,349.35,11.85,10.56,7.1,10.28,118.62,128.1,107.67,89.23,387.04,476.27,583.94,48.06,2.32,50.37,778.02,1659.05,64.23,89791.11,24414.21,123.73,1945.92,413.0,12089.5,43677.5,4516.5,505.5,1089.5,2648.0,1750.5,66.0,408.0,2955.5,70345.5
2009-08-01,21206.69,169.72,14.15,12240.93,164.48,3003.34,3018.11,2399.12,15.95,65.53,1082.17,1009.09,1939.16,75.88,93.13,46.85,14.91,191.11,16.77,8.22,53.33,170.53,38.25,139.78,348.56,617.99,5.61,15.61,9.52,4.38,4.3,368.14,0.77,12.31,381.22,5.83,1.36,4.48,29.03,344.85,11.82,356.67,11.94,10.52,7.1,10.27,111.48,128.83,108.53,92.12,403.29,495.41,603.94,50.46,2.32,52.77,840.32,1737.34,63.85,91406.44,24681.49,123.26,1939.16,413.5,12092.08,43725.92,4526.58,501.92,1088.58,2648.0,1749.58,74.5,408.0,2993.42,70447.92
2009-09-01,20479.57,177.4,10.95,12807.51,155.09,2751.1,2248.05,2127.18,38.8,45.43,1051.23,980.54,1932.4,77.59,94.07,43.93,14.72,169.42,16.29,7.39,45.39,161.39,36.08,132.89,330.35,568.84,5.37,14.8,9.35,3.89,4.02,315.16,0.69,11.55,327.4,4.47,1.38,3.09,8.87,310.56,11.06,321.62,11.96,10.45,6.89,10.09,119.68,131.41,102.15,88.3,395.49,483.8,585.94,45.62,2.24,47.86,690.01,1574.9,69.27,98790.47,24862.94,127.43,1932.4,414.0,12094.67,43774.33,4536.67,498.33,1087.67,2648.0,1748.67,83.0,408.0,3031.33,70550.33
2009-10-01,16072.94,184.09,6.35,10051.54,129.37,1717.05,1784.19,2037.01,-10.08,60.39,1081.22,1006.97,1925.64,65.89,77.97,48.73,13.23,192.19,16.48,6.55,66.5,165.25,38.01,143.42,346.68,628.4,5.65,11.78,8.93,4.82,5.04,295.09,0.66,11.29,307.04,4.71,1.36,3.35,12.48,287.12,10.8,297.91,11.65,10.13,6.7,9.7,251.03,198.63,106.91,84.96,436.92,521.88,628.79,48.3,2.32,50.61,537.01,1666.08,70.97,73279.3,22723.9,131.28,1925.64,414.5,12097.25,43822.75,4546.75,494.75,1086.75,2648.0,1747.75,91.5,408.0,3069.25,70652.75
2009-11-01,14811.55,186.79,5.91,9171.53,128.09,2117.62,1237.9,1820.37,-47.73,74.89,1056.62,984.96,1918.88,64.91,75.28,30.39,11.36,205.04,16.84,5.22,67.1,161.82,38.69,142.41,342.92,637.12,6.34,11.48,9.45,5.44,5.06,285.01,0.65,10.98,296.64,3.83,1.28,2.55,20.52,268.16,10.5,278.66,11.26,9.78,6.4,9.34,376.49,251.34,103.53,80.67,452.03,532.7,636.23,51.78,2.24,54.02,457.09,1775.17,71.26,65470.0,19159.06,131.27,1918.88,415.0,12099.83,43871.17,4556.83,491.17,1085.83,2648.0,1746.83,100.0,408.0,3107.17,70755.17
2009-12-01,16647.9,186.24,7.69,10548.2,125.01,2500.81,1290.58,1863.89,-60.38,64.93,1132.17,1056.27,1912.12,52.82,61.94,55.41,12.21,241.36,17.91,4.79,67.4,168.17,39.27,147.01,354.45,685.92,6.22,10.42,9.1,5.97,6.24,338.1,0.7,11.71,350.51,4.6,1.35,3.25,32.25,310.29,11.21,321.51,10.9,9.7,6.54,9.4,764.29,428.67,106.18,91.12,504.64,595.76,701.94,73.87,2.32,76.19,519.85,2490.93,71.39,74944.51,21942.68,130.53,1912.12,415.5,12102.42,43919.58,4566.92,487.58,1084.92,2648.0,1745.92,108.5,408.0,3145.08,70857.58
2010-01-01,15803.65,195.23,3.79,9876.68,139.41,2383.97,1327.39,1769.27,-60.32,77.33,1103.65,1027.59,1914.15,56.22,64.55,52.28,12.29,218.37,17.85,4.36,66.87,167.13,38.96,141.17,347.26,654.71,6.84,10.56,9.65,6.93,6.98,348.13,0.71,12.12,360.96,5.31,1.17,4.14,22.13,331.88,11.08,342.96,10.49,9.55,6.5,9.28,932.61,499.11,105.62,90.01,554.25,644.26,749.88,79.95,2.43,82.38,545.81,2809.79,76.65,69528.66,20256.04,138.5,1914.15,416.0,12105.0,43968.0,4577.0,484.0,1084.0,2648.0,1745.0,117.0,408.0,3183.0,70960.0
2010-02-01,14833.85,187.32,4.38,9074.77,121.57,2217.69,1447.23,1712.28,-70.5,57.62,990.65,923.87,1916.18,54.34,63.64,66.29,11.83,200.87,15.87,4.91,52.99,153.69,35.33,135.0,324.02,598.67,6.64,10.69,9.71,6.76,6.27,307.99,0.62,11.12,319.74,4.41,1.03,3.39,14.52,298.46,10.14,308.6,10.89,9.89,6.55,9.47,794.78,440.86,97.74,79.58,515.72,595.3,693.04,70.46,2.2,72.66,479.62,2480.95,75.0,63620.6,19038.04,132.49,1916.18,406.5,12108.33,43963.83,4582.83,470.58,1089.75,2648.0,1744.92,126.25,408.0,3250.42,71022.5
2010-03-01,16222.97,126.51,3.82,9679.69,133.42,2137.82,2038.5,2002.22,-67.88,73.81,1081.85,1016.29,1918.21,57.05,68.9,55.39,12.18,203.76,17.8,7.07,83.8,167.17,39.93,147.77,354.87,667.29,6.5,10.99,9.7,6.01,5.47,299.57,0.66,11.94,312.17,4.36,1.31,3.05,11.82,292.51,10.88,303.4,11.11,9.95,6.53,9.48,579.24,337.18,108.56,83.5,515.0,598.5,707.05,60.15,2.43,62.58,456.86,2142.93,47.41,68746.58,20861.12,108.71,1918.21,397.0,12111.67,43959.67,4588.67,457.17,1095.5,2648.0,1744.83,135.5,408.0,3317.83,71085.0
2010-04-01,15748.7,170.34,3.27,8142.95,135.17,2499.61,2580.92,2076.13,-6.88,64.94,1020.97,959.54,1920.24,55.46,67.33,66.64,11.79,186.31,16.99,8.07,95.26,159.73,39.18,147.28,346.19,652.82,5.88,11.97,9.57,5.12,4.91,276.12,0.65,11.03,287.8,3.89,1.28,2.61,13.27,267.05,10.09,277.14,11.71,9.95,6.55,9.53,313.17,215.38,104.76,78.72,459.02,537.75,642.51,46.92,2.36,49.28,471.48,1691.81,68.47,57463.18,20255.54,124.46,1920.24,387.5,12115.0,43955.5,4594.5,443.75,1101.25,2648.0,1744.75,144.75,408.0,3385.25,71147.5
2010-05-01,16011.95,178.61,3.0,5920.87,153.0,3354.94,3945.32,2287.65,10.21,77.33,1072.52,1003.91,1922.27,61.25,74.13,57.89,12.66,244.67,17.84,9.19,84.85,161.74,38.92,153.72,354.38,710.94,5.81,13.12,9.5,5.08,4.96,315.66,0.67,11.61,327.94,3.06,1.74,1.32,34.92,283.73,10.61,294.34,11.91,10.15,6.64,9.72,197.51,161.15,107.55,81.56,462.77,544.32,651.87,44.64,2.43,47.07,559.67,1617.27,69.47,41735.44,19017.65,132.24,1922.27,378.0,12118.33,43951.33,4600.33,430.33,1107.0,2648.0,1744.67,154.0,408.0,3452.67,71210.0
2010-06-01,16349.86,187.3,7.46,5519.72,140.65,3269.38,4440.19,2560.26,57.61,76.91,1037.85,967.74,1924.3,66.21,81.87,70.0,13.91,291.25,17.22,9.49,78.53,163.04,38.73,153.31,355.09,751.58,6.02,14.86,9.72,5.04,5.31,362.99,0.7,12.08,375.76,4.06,1.56,2.5,36.33,330.89,11.04,341.93,11.91,10.56,6.97,10.18,134.04,129.71,102.82,84.36,444.83,529.19,632.02,45.73,2.36,48.08,705.67,1649.52,74.19,39485.68,22036.6,132.79,1924.3,368.5,12121.67,43947.17,4606.17,416.92,1112.75,2648.0,1744.58,163.25,408.0,3520.08,71272.5
2010-07-01,19938.18,195.13,4.04,9112.89,166.35,3378.46,4175.5,2672.88,73.38,82.66,1064.0,991.32,1926.33,70.18,87.13,64.22,14.39,239.19,17.48,9.73,65.6,169.11,39.6,157.13,365.84,697.83,6.31,16.21,10.04,5.49,5.34,396.2,0.81,12.72,409.73,4.31,1.49,2.81,31.83,369.02,11.69,380.71,12.04,10.72,7.23,10.46,111.31,120.18,106.76,91.41,445.73,537.14,643.9,50.83,2.43,53.26,897.18,1825.83,75.77,67049.23,23616.31,137.8,1926.33,359.0,12125.0,43943.0,4612.0,403.5,1118.5,2648.0,1744.5,172.5,408.0,3587.5,71335.0
2010-08-01,20680.43,181.33,3.03,10751.99,189.56,3382.21,3519.7,2472.66,24.85,76.62,1069.38,998.41,1928.36,74.4,90.58,44.97,14.28,196.28,17.71,9.6,65.23,170.47,39.61,157.38,367.46,656.28,6.22,16.65,9.94,5.37,5.06,394.65,0.84,13.4,408.88,3.64,1.82,1.82,26.64,371.77,12.3,384.07,12.03,10.62,7.22,10.4,107.07,126.67,108.02,94.8,444.57,539.37,647.39,52.36,2.43,54.79,943.0,1878.93,71.3,79345.17,24533.68,133.31,1928.36,349.5,12128.33,43938.83,4617.83,390.08,1124.25,2648.0,1744.42,181.75,408.0,3654.92,71397.5
2010-09-01,18493.41,185.53,4.42,9916.28,139.5,3236.52,2643.0,2211.54,26.24,49.71,1037.72,966.51,1930.39,74.28,88.77,43.79,14.32,168.44,17.11,8.7,69.32,165.52,37.46,151.72,354.7,618.27,5.72,15.63,9.56,4.61,4.61,333.06,0.75,12.24,346.05,2.91,2.39,0.52,7.6,327.74,11.22,338.96,11.95,10.52,7.0,10.17,117.3,132.94,107.19,86.98,448.76,535.74,642.93,45.24,2.36,47.6,696.72,1637.49,73.97,72918.6,23995.94,134.91,1930.39,340.0,12131.67,43934.67,4623.67,376.67,1130.0,2648.0,1744.33,191.0,408.0,3722.33,71460.0
2010-10-01,17379.95,167.89,6.7,11216.49,111.2,1848.43,1974.57,1901.87,-2.08,72.02,994.81,921.54,1932.42,63.65,73.68,67.64,13.09,172.52,16.98,7.45,77.5,165.62,39.21,159.12,363.95,638.38,5.7,13.37,9.27,4.73,4.45,295.65,0.71,11.56,307.92,2.54,2.1,0.43,9.91,287.84,10.61,298.45,11.86,10.25,6.8,9.81,201.58,185.34,112.82,83.94,462.58,546.52,659.33,45.89,2.43,48.32,570.36,1664.94,67.73,80270.73,22506.21,117.61,1932.42,330.5,12135.0,43930.5,4629.5,363.25,1135.75,2648.0,1744.25,200.25,408.0,3789.75,71522.5
2010-11-01,15756.73,137.17,3.81,9447.78,123.63,1996.66,2070.32,1869.33,-48.43,67.25,1039.21,966.15,1934.45,59.13,68.33,43.66,12.39,190.84,17.11,6.25,95.1,164.42,40.2,156.08,360.7,670.01,5.48,10.89,8.86,4.6,4.55,293.83,0.68,11.49,306.01,2.67,1.87,0.79,21.38,274.9,10.52,285.42,11.62,9.99,6.56,9.55,446.8,286.7,109.03,81.92,494.83,576.76,685.78,55.12,2.36,57.47,496.54,1973.29,54.36,68188.04,20114.54,107.41,1934.45,321.0,12138.33,43926.33,4635.33,349.83,1141.5,2648.0,1744.17,209.5,408.0,3857.17,71585.0
2010-12-01,16905.93,187.86,5.92,8862.21,141.18,2495.08,3268.24,1913.64,-107.47,62.85,1087.49,1013.69,1936.49,55.4,62.9,60.89,12.17,226.04,18.03,5.66,88.38,173.05,40.78,161.46,375.29,713.39,5.74,9.98,8.82,5.5,5.68,348.55,0.79,12.78,362.12,3.95,1.36,2.6,33.94,319.05,11.73,330.77,11.06,9.82,6.6,9.52,847.0,467.37,114.76,92.21,549.15,641.36,756.13,76.85,2.43,79.28,564.27,2714.05,77.64,62874.06,22299.2,142.55,1936.49,311.5,12141.67,43922.17,4641.17,336.42,1147.25,2648.0,1744.08,218.75,408.0,3924.58,71647.5
2011-01-01,15483.4,208.84,3.18,7512.79,123.91,2528.6,3273.56,1825.45,-113.79,59.53,1095.82,1023.03,1914.15,57.82,65.35,39.67,12.4,248.06,18.48,5.44,83.08,176.4,38.54,152.11,367.04,722.1,5.69,9.9,8.74,5.66,5.66,350.0,0.82,12.05,362.87,4.28,1.59,2.69,20.2,334.12,11.25,345.36,10.87,9.78,6.53,9.48,969.78,528.0,106.98,89.58,569.35,658.93,765.9,82.63,2.55,85.17,539.79,2888.64,85.87,54002.24,21010.17,155.66,1938.69,302.0,12145.0,43918.0,4647.0,323.0,1153.0,2648.0,1744.0,228.0,408.0,3992.0,71710.0
2011-02-01,14640.44,174.54,3.29,7404.17,98.03,2496.6,2386.63,1921.85,10.96,78.41,990.85,922.87,1916.18,51.78,60.96,54.4,12.21,234.46,16.68,6.27,101.55,157.53,35.78,143.37,336.68,695.64,5.75,10.14,8.88,5.77,5.29,301.63,0.73,10.77,313.13,3.74,1.52,2.22,8.4,296.9,10.04,306.95,11.06,9.99,6.63,9.56,767.99,431.73,96.97,80.5,519.25,599.75,696.73,69.97,2.3,72.26,483.69,2452.4,69.29,54032.45,19138.65,131.4,1940.89,297.42,12145.0,43969.17,4647.0,323.17,1155.42,2652.58,1745.0,274.0,408.0,4073.25,71882.58
2011-04-01,15764.73,160.94,3.82,5881.16,160.19,3223.31,3901.15,2236.12,24.4,87.15,1090.75,1016.27,1918.21,56.31,66.23,62.93,11.91,302.5,18.39,8.69,102.45,169.21,38.51,158.98,366.69,798.73,5.73,10.43,8.89,5.21,4.84,306.81,0.75,11.15,318.71,4.02,1.54,2.48,18.74,292.05,10.4,302.45,11.52,9.93,6.53,9.55,594.93,360.94,111.45,81.62,534.15,615.77,727.21,62.94,2.55,65.49,481.93,2230.49,64.02,43178.63,21515.35,128.25,1943.1,292.83,12145.0,44020.33,4647.0,323.33,1157.83,2657.17,1746.0,320.0,408.0,4154.5,72055.17
2011-04-01,15764.73,168.36,2.64,5003.84,132.98,3238.7,4609.34,2474.85,-12.19,69.37,1000.93,930.99,1920.24,59.28,71.03,61.28,12.09,303.08,17.26,9.86,120.69,159.16,35.68,152.52,347.36,798.25,5.62,11.27,9.02,5.34,5.03,290.52,0.71,11.18,302.4,3.8,1.6,2.2,19.01,275.2,10.38,285.58,11.67,9.96,6.53,9.54,340.55,232.01,108.77,82.99,485.81,568.8,677.57,50.98,2.46,53.44,521.45,1825.02,68.27,37146.67,19410.34,124.06,1945.3,288.25,12145.0,44071.5,4647.0,323.5,1160.25,2661.75,1747.0,366.0,408.0,4235.75,72227.75
2011-05-01,15248.89,169.86,2.98,4459.63,118.1,2518.59,5120.27,2654.96,37.78,87.33,1077.36,1006.0,1922.27,61.04,74.58,59.85,12.64,316.62,18.19,10.98,114.38,160.68,37.2,163.01,360.89,821.05,5.8,12.5,9.35,5.21,5.04,311.4,0.87,11.36,323.63,4.9,1.28,3.62,28.58,287.99,10.68,298.67,11.93,10.19,6.68,9.78,205.4,166.25,111.9,86.95,476.16,563.1,675.0,46.2,2.55,48.75,572.0,1667.4,66.94,33598.7,20191.01,133.38,1947.5,283.67,12145.0,44122.67,4647.0,323.67,1162.67,2666.33,1748.0,412.0,408.0,4317.0,72400.33
2011-06-01,16161.55,164.57,2.96,4958.86,136.66,3088.56,4978.91,2646.66,28.89,79.51,991.41,928.39,1924.3,64.39,79.7,68.97,13.96,312.38,17.02,11.37,106.73,167.47,38.06,166.29,371.82,819.32,6.12,14.7,9.57,5.21,5.2,354.93,0.86,11.94,367.73,4.48,1.32,3.17,31.01,328.71,11.18,339.89,11.97,10.66,7.14,10.26,132.67,133.86,107.45,87.7,447.74,535.44,642.89,46.04,2.46,48.5,699.41,1657.33,64.31,36986.79,21788.56,126.35,1949.71,279.08,12145.0,44173.83,4647.0,323.83,1165.08,2670.92,1749.0,458.0,408.0,4398.25,72572.92
2011-07-01,19471.24,176.61,4.96,7945.67,145.37,3371.01,4993.19,2588.06,68.27,89.36,1055.2,981.52,1926.33,72.77,89.23,57.74,14.64,303.96,17.72,11.52,72.76,172.06,39.34,160.35,371.74,777.71,6.16,16.14,9.58,5.05,5.13,404.8,1.02,12.87,418.69,6.02,1.26,4.77,40.63,370.69,12.14,382.83,12.09,10.67,7.32,10.47,114.19,130.15,109.61,97.21,445.35,542.56,652.16,52.9,2.55,55.45,938.58,1890.52,67.81,59758.0,23355.02,132.57,1951.91,274.5,12145.0,44225.0,4647.0,324.0,1167.5,2675.5,1750.0,504.0,408.0,4479.5,72745.5
2011-08-01,20258.59,165.75,5.41,9761.63,154.1,3285.63,4039.76,2645.86,35.02,82.18,1056.67,983.99,1928.36,75.57,92.65,47.63,14.23,250.32,17.78,11.79,72.61,172.25,39.45,172.39,384.09,736.59,6.19,16.67,9.77,5.21,4.85,392.44,0.99,13.09,406.51,5.58,1.01,4.58,26.07,372.72,12.29,385.01,12.09,10.72,7.39,10.49,112.28,137.96,110.98,99.45,454.22,553.67,664.65,52.9,2.55,55.44,921.45,1891.78,64.11,72934.98,26070.63,128.2,1954.11,269.92,12145.0,44276.17,4647.0,324.17,1169.92,2680.08,1751.0,550.0,408.0,4560.75,72918.08
